chromosome	type	id	strand	orf.start	orf.end	utr3.start	utr3.end	utr5.start	utr5.end
chrXV	gene	YOR190W	+	690695	692032	692033	692167	690560	690694
chrXV	gene	YOR191W	+	692475	697334	697335	697503	692364	692474
chrXV	gene	YOR193W	+	710446	711576	711577	711745	710328	710445
chrXV	gene	YOR195W	+	712866	715331	715332	715558	712588	712865
chrXV	gene	YOR197W	+	717086	718384	718385	718526	717047	717085
chrXV	gene	YOR199W	+	720181	720510	720511	720586	720046	720180
chrXV	gene	YOR200W	+	720417	720815	720816	720950	720282	720416
chrXV	gene	YOR202W	+	721946	722608	722609	722690	721727	721945
chrXV	gene	YOR203W	+	722565	722918	722919	723994	722430	722564
chrXV	gene	YOR204W	+	722911	724725	724726	725447	722890	722910
chrXV	gene	YOR206W	+	727512	729644	729645	729710	727482	727511
chrXV	gene	YOR208W	+	733925	736177	736178	736364	733725	733924
chrXV	gene	YOR210W	+	738320	738532	738533	738897	738178	738319
chrXV	gene	YOR212W	+	742910	744181	744182	744305	742457	742909
chrXV	gene	YOR217W	+	749301	751886	751887	752116	749197	749300
chrXV	gene	YOR220W	+	755328	756125	756126	756289	755293	755327
chrXV	gene	YOR222W	+	758330	759253	759254	759512	757835	758329
chrXV	gene	YOR223W	+	759782	760660	760661	760823	759641	759781
chrXV	gene	YOR225W	+	761392	761721	761722	761856	761261	761391
chrXV	gene	YOR227W	+	762825	766565	766566	766728	762101	762824
chrXV	gene	YOR229W	+	768409	769812	769813	770158	768338	768408
chrXV	gene	YOR230W	+	770800	772113	772114	772334	770761	770799
chrXV	gene	YOR231W	+	772601	774127	774128	774354	772424	772600
chrXV	gene	YOR232W	+	774573	775259	775260	775443	774445	774572
chrXV	gene	YOR233W	+	775846	778248	778249	778493	775554	775845
chrXV	gene	YOR235W	+	779870	780184	780185	780811	779735	779869
chrXV	gene	YOR236W	+	780906	781541	781542	781607	780847	780905
chrXV	gene	YOR237W	+	781994	783298	783299	783433	781859	781993
chrXV	gene	YOR238W	+	783677	784588	784589	784844	783557	783676
chrXV	gene	YOR239W	+	784857	786744	786745	786948	784808	784856
chrXV	gene	YOR241W	+	786995	788641	788642	789176	786987	786994
chrXV	gene	YOR244W	+	792531	793868	793869	794075	792476	792530
chrXV	gene	YOR247W	+	797676	798308	798309	798504	797185	797675
chrXV	gene	YOR248W	+	798013	798315	798316	798535	797965	798012
chrXV	gene	YOR252W	+	803667	804203	804204	804285	803634	803666
chrXV	gene	YOR253W	+	804377	804907	804908	805488	804309	804376
chrXV	gene	YOR255W	+	807271	808107	808108	808145	807136	807270
chrXV	gene	YOR257W	+	811008	811493	811494	811532	810972	811007
chrXV	gene	YOR258W	+	811671	812324	812325	812407	811474	811670
chrXV	gene	YOR260W	+	813984	815720	815721	815921	813932	813983
chrXV	gene	YOR262W	+	817292	818335	818336	818438	817160	817291
chrXV	gene	YOR264W	+	818866	820158	820159	820342	818774	818865
chrXV	gene	YOR265W	+	820454	820774	820775	820815	820416	820453
chrXV	gene	YOR266W	+	821023	822294	822295	822455	820816	821022
chrXV	gene	YOR269W	+	826385	827869	827870	828044	826292	826384
chrXV	gene	YOR272W	+	832813	834195	834196	834265	832614	832812
chrXV	gene	YOR274W	+	837674	838960	838961	839120	837615	837673
chrXV	gene	YOR276W	+	841333	841818	841819	841911	841275	841332
chrXV	gene	YOR278W	+	842817	843644	843645	843779	842729	842816
chrXV	gene	YOR282W	+	847000	847320	847321	847455	846534	846999
chrXV	gene	YOR283W	+	847453	848145	848146	848290	847360	847452
chrXV	gene	YOR284W	+	848478	849209	849210	849620	848421	848477
chrXV	gene	YOR285W	+	849635	850054	850055	850280	849621	849634
chrXV	gene	YOR286W	+	850280	850729	850730	850800	850262	850279
chrXV	gene	YOR289W	+	853357	854112	854113	854283	853324	853356
chrXV	gene	YOR291W	+	861175	865593	865594	865659	860844	861174
chrXV	gene	YOR293W	+	867098	867852	867853	868056	866974	867097
chrXV	gene	YOR294W	+	868340	868951	868952	869101	868262	868339
chrXV	gene	YOR295W	+	869208	869894	869895	870099	869073	869207
chrXV	gene	YOR296W	+	870202	874071	874072	874344	870067	870201
chrXV	gene	YOR298W	+	875599	877038	877039	877392	875332	875598
chrXV	gene	YOR299W	+	878435	880675	880676	880810	878122	878434
chrXV	gene	YOR300W	+	880575	880883	880884	881018	880440	880574
chrXV	gene	YOR301W	+	880965	882272	882273	882556	880662	880964
chrXV	gene	YOR302W	+	882765	882842	882843	882880	882611	882764
chrXV	gene	YOR303W	+	882899	884134	884135	884201	882764	882898
chrXV	gene	YOR304W	+	884514	887876	887877	887961	884309	884513
chrXV	gene	YOR305W	+	889022	889750	889751	889839	888936	889021
chrXV	gene	YOR314W	+	903043	903372	903373	903475	902908	903042
chrXV	gene	YOR314W-A	+	904458	904568	904569	904674	904255	904457
chrXV	gene	YOR315W	+	904760	905800	905801	906134	904675	904759
chrXV	gene	YOR317W	+	909343	911445	911446	911682	909180	909342
chrXV	gene	YOR319W	+	912822	913463	913464	913603	912744	912821
chrXV	gene	YOR321W	+	916030	918291	918292	918386	915958	916029
chrXV	gene	YOR325W	+	924577	925050	925051	925203	924442	924576
chrXV	gene	YOR326W	+	925721	930445	930446	930823	925484	925720
chrXV	gene	YOR328W	+	931803	936497	936498	937303	931636	931802
chrXV	gene	YOR329W-A	+	939348	939557	939558	939692	939213	939347
chrXV	gene	YOR332W	+	943656	944357	944358	944427	943623	943655
chrXV	gene	YOR334W	+	944596	946008	946009	946182	944403	944595
chrXV	gene	YOR335W-A	+	946568	946648	946649	946783	946143	946567
chrXV	gene	YOR336W	+	949773	953870	953871	954044	949676	949772
chrXV	gene	YOR337W	+	954344	956623	956624	956834	954293	954343
chrXV	gene	YOR338W	+	956898	957989	957990	958316	956797	956897
chrXV	gene	YOR341W	+	960987	965981	965982	966263	960878	960986
chrXV	gene	YOR346W	+	981828	984785	984786	984919	981640	981827
chrXV	gene	YOR349W	+	989789	992833	992834	992849	989654	989788
chrXV	gene	YOR352W	+	997213	998244	998245	998316	997097	997212
chrXV	gene	YOR355W	+	1005137	1006705	1006706	1006946	1005027	1005136
chrXV	gene	YOR356W	+	1007221	1009116	1009117	1009723	1006964	1007220
chrXV	gene	YOR358W	+	1010161	1010889	1010890	1011166	1009724	1010160
chrXV	gene	YOR359W	+	1011189	1012760	1012761	1013014	1011092	1011188
chrXV	gene	YOR364W	+	1023371	1023739	1023740	1023874	1023236	1023370
chrXV	gene	YOR366W	+	1025256	1025609	1025610	1025744	1025121	1025255
chrXV	gene	YOR367W	+	1026007	1026609	1026610	1026672	1025979	1026006
chrXV	gene	YOR368W	+	1026843	1028048	1028049	1028174	1026659	1026842
chrXV	gene	YOR373W	+	1036834	1039389	1039390	1039486	1036771	1036833
chrXV	gene	YOR374W	+	1039840	1041399	1041400	1041625	1039649	1039839
chrXV	gene	YOR376W	+	1043191	1043559	1043560	1043694	1042969	1043190
chrXV	gene	YOR376W-A	+	1045196	1045351	1045352	1045486	1044542	1045195
chrXV	gene	YOR377W	+	1046226	1047803	1047804	1048037	1046144	1046225
chrXV	gene	YOR378W	+	1049511	1051058	1051059	1051115	1049376	1049510
chrXV	gene	YOR381W	+	1055545	1057680	1057681	1058428	1055464	1055544
chrXV	gene	YOR381W-A	+	1058423	1058590	1058591	1058725	1058288	1058422
chrXV	gene	YOR382W	+	1059531	1059992	1059993	1060088	1059194	1059530
chrXV	gene	YOR384W	+	1061564	1063648	1063649	1063783	1061094	1061563
chrXV	gene	YOR385W	+	1065043	1065915	1065916	1066352	1065010	1065042
chrXV	gene	YOR386W	+	1066839	1068536	1068537	1068733	1066754	1066838
chrXV	gene	YOR389W	+	1074213	1076087	1076088	1076222	1074078	1074212
chrXV	gene	YOR390W	+	1076784	1077911	1077912	1077971	1076773	1076783
chrXV	gene	YOR392W	+	1079282	1079725	1079726	1079860	1079147	1079281
chrXV	gene	YOR393W	+	1080276	1081589	1081590	1081635	1080141	1080275
chrXV	gene	YOR394W	+	1082718	1083212	1083213	1083347	1082583	1082717
chrXV	gene	YOR396W	+	1085473	1090863	1090864	1090998	1085338	1085472
chrXVI	gene	YPL001W	+	554605	555729	555730	555783	554563	554604
chrXVI	gene	YPL003W	+	552020	553408	553409	553543	551971	552019
chrXVI	gene	YPL005W	+	548486	550306	550307	550600	548462	548485
chrXVI	gene	YPL006W	+	544631	548143	548144	548321	544575	544630
chrXVI	gene	YPL008W	+	539385	541970	541971	542128	539155	539384
chrXVI	gene	YPL010W	+	535018	535587	535588	535735	534924	535017
chrXVI	gene	YPL012W	+	529723	533409	533410	533574	529535	529722
chrXVI	gene	YPL014W	+	527547	528692	528693	528948	527481	527546
chrXVI	gene	YPL016W	+	521014	524958	524959	525596	520559	521013
chrXVI	gene	YPL018W	+	517651	518760	518761	518895	517468	517650
chrXVI	gene	YPL021W	+	511101	511664	511665	511799	510966	511100
chrXVI	gene	YPL022W	+	506697	509999	510000	510220	506615	506696
chrXVI	gene	YPL024W	+	503517	504242	504243	504330	502843	503516
chrXVI	gene	YPL027W	+	499665	500402	500403	500537	499530	499664
chrXVI	gene	YPL028W	+	498096	499292	499293	499494	497982	498095
chrXVI	gene	YPL029W	+	495506	497719	497720	497774	495455	495505
chrXVI	gene	YPL030W	+	493543	495246	495247	495335	493442	493542
chrXVI	gene	YPL034W	+	486712	487209	487210	487344	486275	486711
chrXVI	gene	YPL036W	+	482843	485686	485687	486210	482091	482842
chrXVI	gene	YPL038W	+	480535	481068	481069	481375	480522	480534
chrXVI	gene	YPL038W-A	+	480182	480373	480374	480508	480047	480181
chrXVI	gene	YPL039W	+	479225	480175	480176	480300	479176	479224
chrXVI	gene	YPL043W	+	469939	471996	471997	472085	469866	469938
chrXVI	gene	YPL045W	+	467260	469656	469657	469865	467146	467259
chrXVI	gene	YPL047W	+	465962	466261	466262	466593	465728	465961
chrXVI	gene	YPL048W	+	464401	465648	465649	465787	464325	464400
chrXVI	gene	YPL051W	+	459963	460559	460560	460707	459908	459962
chrXVI	gene	YPL052W	+	458799	459678	459679	459845	458733	458798
chrXVI	gene	YPL054W	+	455759	456664	456665	457094	455682	455758
chrXVI	gene	YPL059W	+	444579	445031	445032	445168	444487	444578
chrXVI	gene	YPL060W	+	434523	435764	435765	435898	434205	434522
chrXVI	gene	YPL061W	+	432588	434090	434091	434211	432485	432587
chrXVI	gene	YPL062W	+	431895	432299	432300	432434	431381	431894
chrXVI	gene	YPL063W	+	429939	431369	431370	431449	429801	429938
chrXVI	gene	YPL065W	+	427927	428655	428656	428718	427878	427926
chrXVI	gene	YPL066W	+	426233	427672	427673	427771	426160	426232
chrXVI	gene	YPL070W	+	420948	422786	422787	422971	420708	420947
chrXVI	gene	YPL072W	+	418512	420011	420012	420597	418377	418511
chrXVI	gene	YPL074W	+	415763	418027	418028	418159	415475	415762
chrXVI	gene	YPL075W	+	412254	415362	415363	415578	412195	412253
chrXVI	gene	YPL076W	+	410443	411285	411286	411531	410296	410442
chrXVI	gene	YPL079W	+	406636	407539	407540	407653	406567	406635
chrXVI	gene	YPL081W	+	404950	406044	406045	406243	404600	404949
chrXVI	gene	YPL084W	+	394038	396572	396573	396723	393995	394037
chrXVI	gene	YPL085W	+	387067	393654	393655	393832	386905	387066
chrXVI	gene	YPL087W	+	383455	384408	384409	384555	383256	383454
chrXVI	gene	YPL088W	+	381965	382993	382994	383082	381864	381964
chrXVI	gene	YPL091W	+	375502	376953	376954	377065	375441	375501
chrXVI	gene	YPL092W	+	373793	375169	375170	375518	373639	373792
chrXVI	gene	YPL093W	+	370978	372921	372922	373354	370908	370977
chrXVI	gene	YPL096W	+	366927	368018	368019	368124	366902	366926
chrXVI	gene	YPL097W	+	364952	366430	366431	366541	364786	364951
chrXVI	gene	YPL100W	+	361872	363362	363363	364266	361806	361871
chrXVI	gene	YPL101W	+	360209	361579	361580	361761	360167	360208
chrXVI	gene	YPL104W	+	355700	357676	357677	357814	355664	355699
chrXVI	gene	YPL107W	+	349119	349865	349866	350150	348471	349118
chrXVI	gene	YPL111W	+	339944	340945	340946	341039	339892	339943
chrXVI	gene	YPL114W	+	335948	336367	336368	336502	335813	335947
chrXVI	gene	YPL116W	+	329606	331699	331700	331810	329278	329605
chrXVI	gene	YPL118W	+	326628	327662	327663	327762	326541	326627
chrXVI	gene	YPL120W	+	322071	323744	323745	323879	322063	322070
chrXVI	gene	YPL124W	+	316755	317516	317517	317651	316687	316754
chrXVI	gene	YPL125W	+	313388	316486	316487	316561	313254	313387
chrXVI	gene	YPL126W	+	310210	312900	312901	313197	310184	310209
chrXVI	gene	YPL129W	+	305298	306137	306138	306245	305230	305297
chrXVI	gene	YPL130W	+	304387	305058	305059	305193	304252	304386
chrXVI	gene	YPL131W	+	303121	304014	304015	304300	303092	303120
chrXVI	gene	YPL132W	+	301716	302618	302619	303091	301578	301715
chrXVI	gene	YPL135W	+	297553	298050	298051	298416	297454	297552
chrXVI	gene	YPL136W	+	296286	296654	296655	296739	296151	296285
chrXVI	gene	YPL143W	+	282122	282970	282971	283100	281881	282121
chrXVI	gene	YPL144W	+	280480	280926	280927	281004	280392	280479
chrXVI	gene	YPL147W	+	273255	275867	275868	275961	273233	273254
chrXVI	gene	YPL149W	+	271310	272194	272195	272973	271202	271309
chrXVI	gene	YPL150W	+	268188	270893	270894	271020	267681	268187
chrXVI	gene	YPL152W	+	265028	266104	266105	266191	264972	265027
chrXVI	gene	YPL152W-A	+	264602	264700	264701	264835	264467	264601
chrXVI	gene	YPL157W	+	254814	255761	255762	255858	254685	254813
chrXVI	gene	YPL160W	+	246990	250262	250263	250566	246563	246989
chrXVI	gene	YPL166W	+	237338	237979	237980	238114	237285	237337
chrXVI	gene	YPL168W	+	231217	232509	232510	232570	231067	231216
chrXVI	gene	YPL170W	+	228314	228772	228773	228967	228074	228313
chrXVI	gene	YPL173W	+	223143	224036	224037	224169	223087	223142
chrXVI	gene	YPL175W	+	218630	220088	220089	220178	218586	218629
chrXVI	gene	YPL178W	+	212158	212784	212785	213075	212096	212157
chrXVI	gene	YPL179W	+	208157	209806	209807	210052	208011	208156
chrXVI	gene	YPL180W	+	205248	207647	207648	207825	205200	205247
chrXVI	gene	YPL181W	+	203421	204941	204942	205098	203190	203420
chrXVI	gene	YPL183W-A	+	199095	199376	199377	199504	199025	199094
chrXVI	gene	YPL185W	+	195253	195648	195649	195864	194605	195252
chrXVI	gene	YPL187W	+	193648	194145	194146	194280	193513	193647
chrXVI	gene	YPL188W	+	191406	192650	192651	192954	191223	191405
chrXVI	gene	YPL189W	+	189154	190983	190984	191107	189019	189153
chrXVI	gene	YPL193W	+	181403	182548	182549	182571	181255	181402
chrXVI	gene	YPL194W	+	179277	181115	181116	181221	179242	179276
chrXVI	gene	YPL195W	+	176223	179021	179022	179135	176146	176222
chrXVI	gene	YPL196W	+	175043	175864	175865	176029	174936	175042
chrXVI	gene	YPL198W	+	173152	174702	174703	174862	173111	173151
chrXVI	gene	YPL200W	+	171484	171954	171955	172519	171349	171483
chrXVI	gene	YPL203W	+	166256	167398	167399	167640	165933	166255
chrXVI	gene	YPL204W	+	164276	165760	165761	165911	163850	164275
chrXVI	gene	YPL207W	+	159909	162341	162342	162542	159840	159908
chrXVI	gene	YPL208W	+	157842	159593	159594	159668	157780	157841
chrXVI	gene	YPL211W	+	153495	154040	154041	154246	153462	153494
chrXVI	gene	YPL213W	+	150614	151330	151331	151422	150583	150613
chrXVI	gene	YPL215W	+	147416	148423	148424	148577	147207	147415
chrXVI	gene	YPL216W	+	143821	147129	147130	147221	143412	143820
chrXVI	gene	YPL218W	+	138698	139409	139410	139612	138633	138697
chrXVI	gene	YPL219W	+	136750	138228	138229	138632	136653	136749
chrXVI	gene	YPL220W	+	135790	136443	136444	136579	135725	135789
chrXVI	gene	YPL221W	+	133043	135424	135425	135601	132572	133042
chrXVI	gene	YPL222W	+	130162	132228	132229	132524	130101	130161
chrXVI	gene	YPL225W	+	126006	126446	126447	126582	125881	126005
chrXVI	gene	YPL226W	+	121767	125357	125358	125754	121694	121766
chrXVI	gene	YPL228W	+	118382	120031	120032	120184	118146	118381
chrXVI	gene	YPL229W	+	117067	117687	117688	118016	117008	117066
chrXVI	gene	YPL230W	+	115219	116487	116488	116582	114778	115218
chrXVI	gene	YPL231W	+	108652	114315	114316	114408	108568	108651
chrXVI	gene	YPL232W	+	107275	108147	108148	108286	107096	107274
chrXVI	gene	YPL233W	+	106172	106822	106823	107096	105997	106171
chrXVI	gene	YPL235W	+	103232	104647	104648	104868	103129	103231
chrXVI	gene	YPL237W	+	100496	101353	101354	101464	100205	100495
chrXVI	gene	YPL239W	+	99484	100086	100087	100236	99359	99483
chrXVI	gene	YPL243W	+	88517	90316	90317	90420	88408	88516
chrXVI	gene	YPL245W	+	85586	86950	86951	87012	85333	85585
chrXVI	gene	YPL250W-A	+	75702	75989	75990	76124	75535	75701
chrXVI	gene	YPL251W	+	73625	73927	73928	74148	73309	73624
chrXVI	gene	YPL254W	+	69485	70951	70952	71026	69249	69484
chrXVI	gene	YPL255W	+	67725	68882	68883	69122	67628	67724
chrXVI	gene	YPL257W	+	63279	63860	63861	63972	62692	63278
chrXVI	gene	YPL260W	+	49303	50958	50959	51135	49184	49302
chrXVI	gene	YPL262W	+	47336	48802	48803	49137	47292	47335
chrXVI	gene	YPL265W	+	41043	42869	42870	43152	40950	41042
chrXVI	gene	YPL266W	+	39121	40077	40078	40149	39050	39120
chrXVI	gene	YPL267W	+	38169	38798	38799	38999	38068	38168
chrXVI	gene	YPL268W	+	35236	37845	37846	37979	35215	35235
chrXVI	gene	YPL269W	+	33013	34947	34948	35089	32986	33012
chrXVI	gene	YPL270W	+	30482	32803	32804	32903	30460	30481
chrXVI	gene	YPL271W	+	30079	30267	30268	30459	30056	30078
chrXVI	gene	YPL273W	+	25087	26064	26065	26169	24960	25086
chrXVI	gene	YPL274W	+	22938	24701	24702	24880	22341	22937
chrXVI	gene	YPL280W	+	11887	12600	12601	12735	11752	11886
chrXVI	gene	YPL283W-A	+	1426	2001	2002	2136	1291	1425
chrXVI	gene	YPL283W-B	+	643	1125	1126	1260	508	642
chrXVI	gene	YPR001W	+	556377	557837	557838	557958	556286	556376
chrXVI	gene	YPR002W	+	558385	559935	559936	560306	558250	558384
chrXVI	gene	YPR008W	+	573018	575102	575103	575246	572467	573017
chrXVI	gene	YPR009W	+	576552	577358	577359	577492	576433	576551
chrXVI	gene	YPR012W	+	584309	584563	584564	584698	584174	584308
chrXVI	gene	YPR016W-A	+	593096	593356	593357	594002	592961	593095
chrXVI	gene	YPR018W	+	594476	596296	596297	596390	594017	594475
chrXVI	gene	YPR019W	+	596750	599551	599552	599656	596629	596749
chrXVI	gene	YPR020W	+	599870	600217	600218	600337	599577	599869
chrXVI	gene	YPR024W	+	610481	612724	612725	613236	610073	610480
chrXVI	gene	YPR026W	+	615379	619014	619015	619151	615274	615378
chrXVI	gene	YPR028W	+	623527	624202	624203	624342	623471	623526
chrXVI	gene	YPR030W	+	627880	631245	631246	631336	627592	627879
chrXVI	gene	YPR031W	+	631515	633761	633762	633872	631406	631514
chrXVI	gene	YPR032W	+	634123	637224	637225	637806	634044	634122
chrXVI	gene	YPR034W	+	639525	640958	640959	641331	638995	639524
chrXVI	gene	YPR035W	+	642208	643320	643321	643587	642079	642207
chrXVI	gene	YPR036W	+	643836	645272	645273	645403	643648	643835
chrXVI	gene	YPR036W-A	+	645950	646153	646154	646401	645882	645949
chrXVI	gene	YPR038W	+	646836	647195	647196	647330	646402	646835
chrXVI	gene	YPR039W	+	647012	647347	647348	647482	646877	647011
chrXVI	gene	YPR040W	+	647305	648375	648376	648402	647082	647304
chrXVI	gene	YPR041W	+	648704	649921	649922	650502	648222	648703
chrXVI	gene	YPR043W	+	654166	654847	654848	654922	653896	654165
chrXVI	gene	YPR046W	+	656799	657344	657345	657410	656741	656798
chrXVI	gene	YPR047W	+	657529	658938	658939	659043	656741	657528
chrXVI	gene	YPR048W	+	659182	661053	661054	661119	659157	659181
chrXVI	gene	YPR051W	+	664960	665490	665491	665600	664917	664959
chrXVI	gene	YPR054W	+	666280	667446	667447	667581	665997	666279
chrXVI	gene	YPR055W	+	667676	670873	670874	670952	667632	667675
chrXVI	gene	YPR056W	+	671126	672142	672143	672277	671079	671125
chrXVI	gene	YPR057W	+	672471	673496	673497	673554	672336	672470
chrXVI	gene	YPR058W	+	673751	674674	674675	674850	673671	673750
chrXVI	gene	YPR062W	+	677165	677641	677642	677745	677107	677164
chrXVI	gene	YPR064W	+	678951	679370	679371	679484	678816	678950
chrXVI	gene	YPR065W	+	679693	680799	680800	681113	679629	679692
chrXVI	gene	YPR066W	+	681213	682112	682113	682247	681078	681212
chrXVI	gene	YPR067W	+	682220	682777	682778	682910	682172	682219
chrXVI	gene	YPR070W	+	685898	687598	687599	688032	685756	685897
chrXVI	gene	YPR071W	+	688172	688807	688808	689406	688161	688171
chrXVI	gene	YPR072W	+	690107	691789	691790	691897	690018	690106
chrXVI	gene	YPR074W-A	+	695018	695188	695189	695323	694883	695017
chrXVI	gene	YPR076W	+	696476	696850	696851	696869	695698	696475
chrXVI	gene	YPR079W	+	698869	700014	700015	700287	698779	698868
chrXVI	gene	YPR080W	+	700594	701970	701971	702338	700304	700593
chrXVI	gene	YPR083W	+	704854	706593	706594	706726	704819	704853
chrXVI	gene	YPR084W	+	706972	708342	708343	708477	706777	706971
chrXVI	gene	YPR086W	+	710101	711138	711139	711412	710053	710100
chrXVI	gene	YPR087W	+	711354	711674	711675	711809	711219	711353
chrXVI	gene	YPR089W	+	713275	715941	715942	716069	713230	713274
chrXVI	gene	YPR092W	+	718379	718684	718685	719019	718244	718378
chrXVI	gene	YPR094W	+	720637	720960	720961	721015	720542	720636
chrXVI	gene	YPR097W	+	725394	728615	728616	728930	725031	725393
chrXVI	gene	YPR100W	+	729791	730213	730214	730290	729769	729790
chrXVI	gene	YPR101W	+	730492	731019	731020	731164	730291	730491
chrXVI	gene	YPR103W	+	732349	733212	733213	733272	732201	732348
chrXVI	gene	YPR106W	+	740061	741392	741393	742170	739970	740060
chrXVI	gene	YPR108W	+	742454	743743	743744	744083	742327	742453
chrXVI	gene	YPR108W-A	+	744175	744387	744388	744522	744040	744174
chrXVI	gene	YPR109W	+	744689	745573	745574	745682	744331	744688
chrXVI	gene	YPR111W	+	747306	749000	749001	749230	747242	747305
chrXVI	gene	YPR113W	+	752257	752919	752920	753023	752225	752256
chrXVI	gene	YPR114W	+	753301	754248	754249	754349	752985	753300
chrXVI	gene	YPR115W	+	754877	758128	758129	758397	754345	754876
chrXVI	gene	YPR117W	+	760025	767494	767495	767575	759316	760024
chrXVI	gene	YPR118W	+	767752	768987	768988	769060	767659	767751
chrXVI	gene	YPR119W	+	771653	773128	773129	773553	770974	771652
chrXVI	gene	YPR121W	+	778583	780301	780302	780437	778348	778582
chrXVI	gene	YPR122W	+	782045	785671	785672	785840	782000	782044
chrXVI	gene	YPR124W	+	786208	787428	787429	787733	786036	786207
chrXVI	gene	YPR125W	+	787961	789325	789326	789751	787861	787960
chrXVI	gene	YPR127W	+	790083	791120	791121	791205	789803	790082
chrXVI	gene	YPR129W	+	792687	793736	793737	793807	792651	792686
chrXVI	gene	YPR132W	+	794965	795767	795768	795964	794860	794964
chrXVI	gene	YPR133W-A	+	797557	797709	797710	797908	797509	797556
chrXVI	gene	YPR134W	+	798051	798857	798858	798992	797909	798050
chrXVI	gene	YPR135W	+	799234	802017	802018	802142	799180	799233
chrXVI	gene	YPR137W	+	802359	804080	804081	804210	802020	802358
chrXVI	gene	YPR140W	+	814391	815536	815537	815622	814284	814390
chrXVI	gene	YPR143W	+	818323	819075	819076	819272	818291	818322
chrXVI	gene	YPR145W	+	822620	824338	824339	824486	822565	822619
chrXVI	gene	YPR149W	+	829918	830439	830440	830833	829734	829917
chrXVI	gene	YPR150W	+	830999	831520	831521	831655	830834	830998
chrXVI	gene	YPR153W	+	833689	834245	834246	834529	833610	833688
chrXVI	gene	YPR154W	+	834565	835212	835213	835535	834523	834564
chrXVI	gene	YPR157W	+	841266	842669	842670	843017	841174	841265
chrXVI	gene	YPR158W	+	843262	844020	844021	844180	843170	843261
chrXVI	gene	YPR159W	+	857583	859745	859746	860028	857076	857582
chrXVI	gene	YPR160W	+	861306	864014	864015	864160	860958	861305
chrXVI	gene	YPR160W-A	+	861934	862014	862015	862149	861799	861933
chrXVI	gene	YPR164W	+	870703	874926	874927	875146	870587	870702
chrXVI	gene	YPR165W	+	875368	875997	875998	876182	875147	875367
chrXVI	gene	YPR168W	+	878076	878549	878550	878684	877891	878075
chrXVI	gene	YPR169W	+	878690	880168	880169	880237	878633	878689
chrXVI	gene	YPR169W-A	+	883239	883457	883458	883759	882980	883238
chrXVI	gene	YPR170W-A	+	883378	883563	883564	883759	882980	883377
chrXVI	gene	YPR170W-B	+	883239	883595	883596	883793	882980	883238
chrXVI	gene	YPR171W	+	883828	885558	885559	885637	883760	883827
chrXVI	gene	YPR172W	+	885796	886398	886399	886559	885600	885795
chrXVI	gene	YPR175W	+	888974	891043	891044	891099	888950	888973
chrXVI	gene	YPR178W	+	892332	893729	893730	893834	892295	892331
chrXVI	gene	YPR180W	+	895961	897004	897005	897186	895945	895960
chrXVI	gene	YPR182W	+	900194	900454	900455	900543	900136	900193
chrXVI	gene	YPR183W	+	900755	901558	901559	901645	900586	900754
chrXVI	gene	YPR184W	+	902044	906654	906655	906745	901626	902043
chrXVI	gene	YPR185W	+	907218	909434	909435	909729	906746	907217
chrXVI	gene	YPR187W	+	911257	911800	911801	911878	911215	911256
chrXVI	gene	YPR189W	+	912664	916962	916963	917141	912642	912663
chrXVI	gene	YPR191W	+	919381	920487	920488	920828	919285	919380
chrXVI	gene	YPR192W	+	921860	922777	922778	923376	921493	921859
chrXVI	gene	YPR196W	+	931376	932788	932789	933239	931241	931375
chrXVI	gene	YPR198W	+	934034	935665	935666	935838	933993	934033
chrXVI	gene	YPR201W	+	939922	941136	941137	941271	939787	939921
chrXVI	gene	YPR202W	+	943032	943896	943897	944031	942897	943031
chrXVI	gene	YPR203W	+	943880	944188	944189	944323	943745	943879
chrXVI	gene	YPR204W	+	944603	947701	947702	947836	944468	944602
chrI	gene	YAL001C	-	147594	151166	147530	147593	151167	151191
chrI	gene	YAL005C	-	139503	141431	139226	139502	141432	141543
chrI	gene	YAL007C	-	137698	138345	137567	137697	138346	138532
chrI	gene	YAL010C	-	134184	135665	134084	134183	135666	135693
chrI	gene	YAL014C	-	128252	129019	128114	128251	129020	129081
chrI	gene	YAL015C	-	126903	128102	126788	126902	128103	128188
chrI	gene	YAL016C-A	-	124755	125069	124620	124754	125070	125204
chrI	gene	YAL016C-B	-	124307	124492	124034	124306	124493	124504
chrI	gene	YAL018C	-	118564	119541	118429	118563	119542	119676
chrI	gene	YAL020C	-	113614	114615	113560	113613	114616	114750
chrI	gene	YAL021C	-	110846	113359	110612	110845	113360	113441
chrI	gene	YAL022C	-	108877	110430	108838	108876	110431	110537
chrI	gene	YAL023C	-	106272	108551	106145	106271	108552	108904
chrI	gene	YAL024C	-	101565	105872	101325	101564	105873	106048
chrI	gene	YAL025C	-	100225	101145	99890	100224	101146	101283
chrI	gene	YAL026C	-	95630	99697	95503	95629	99698	99784
chrI	gene	YAL026C-A	-	95386	95823	95251	95385	95824	95958
chrI	gene	YAL029C	-	87855	92270	87820	87854	92271	92882
chrI	gene	YAL031C	-	84749	87031	84614	84748	87032	87079
chrI	gene	YAL032C	-	83335	84474	82700	83334	84475	84509
chrI	gene	YAL034C	-	80710	81951	80586	80709	81952	82572
chrI	gene	YAL034C-B	-	79489	79842	79354	79488	79843	80615
chrI	gene	YAL036C	-	75043	76152	74876	75042	76153	76197
