chromosome	start	end	strand	ID
chrX	741889	742402	+	lncRNA_1316
chrX	19426	20940	-	lncRNA_1317
chrX	22445	22757	-	lncRNA_1318
chrX	37210	37426	-	lncRNA_1319
chrX	63134	63598	-	lncRNA_1320
chrX	75558	75798	-	lncRNA_1321
chrX	79383	79991	-	lncRNA_1322
chrX	82991	83231	-	lncRNA_1323
chrX	90151	90519	-	lncRNA_1324
chrX	96759	97514	-	lncRNA_1325
chrX	99035	99567	-	lncRNA_1326
chrX	116157	116417	-	lncRNA_1327
chrX	116625	117724	-	lncRNA_1328
chrX	119122	119810	-	lncRNA_1329
chrX	136807	137135	-	lncRNA_1330
chrX	139159	139271	-	lncRNA_1331
chrX	139951	140119	-	lncRNA_1332
chrX	142663	142999	-	lncRNA_1333
chrX	144162	144943	-	lncRNA_1334
chrX	160583	161655	-	lncRNA_1335
chrX	161961	162244	-	lncRNA_1336
chrX	172959	173063	-	lncRNA_1337
chrX	195069	196022	-	lncRNA_1338
chrX	224339	227099	-	lncRNA_1339
chrX	227752	227920	-	lncRNA_1340
chrX	236983	239129	-	lncRNA_1341
chrX	247021	247955	-	lncRNA_1342
chrX	259505	260993	-	lncRNA_1343
chrX	266669	268353	-	lncRNA_1344
chrX	279537	280713	-	lncRNA_1345
chrX	294073	294249	-	lncRNA_1346
chrX	317048	317295	-	lncRNA_1347
chrX	319041	319801	-	lncRNA_1348
chrX	322208	323138	-	lncRNA_1349
chrX	324922	325179	-	lncRNA_1350
chrX	337057	337753	-	lncRNA_1351
chrX	339407	342268	-	lncRNA_1352
chrX	356057	358049	-	lncRNA_1353
chrX	364590	365211	-	lncRNA_1354
chrX	365250	365475	-	lncRNA_1355
chrX	375946	376285	-	lncRNA_1356
chrX	376561	376936	-	lncRNA_1357
chrX	393905	394137	-	lncRNA_1358
chrX	404065	405145	-	lncRNA_1359
chrX	413874	414082	-	lncRNA_1360
chrX	417014	417260	-	lncRNA_1361
chrX	432218	432762	-	lncRNA_1362
chrX	434706	434962	-	lncRNA_1363
chrX	450371	450683	-	lncRNA_1364
chrX	451964	453451	-	lncRNA_1365
chrX	454763	454939	-	lncRNA_1366
chrX	461275	461599	-	lncRNA_1367
chrX	472091	472453	-	lncRNA_1368
chrX	472960	473238	-	lncRNA_1369
chrX	478544	478814	-	lncRNA_1370
chrX	496979	497219	-	lncRNA_1371
chrX	506963	507531	-	lncRNA_1372
chrX	524115	524579	-	lncRNA_1373
chrX	525971	526667	-	lncRNA_1374
chrX	529155	529659	-	lncRNA_1375
chrX	534574	534813	-	lncRNA_1376
chrX	534955	535755	-	lncRNA_1377
chrX	539480	540531	-	lncRNA_1378
chrX	543169	543880	-	lncRNA_1379
chrX	547421	548413	-	lncRNA_1380
chrX	598737	599614	-	lncRNA_1381
chrX	605936	607434	-	lncRNA_1382
chrX	609480	612088	-	lncRNA_1383
chrX	620167	620615	-	lncRNA_1384
chrX	620682	621234	-	lncRNA_1385
chrX	623060	623332	-	lncRNA_1386
chrX	624164	624391	-	lncRNA_1387
chrX	626844	628722	-	lncRNA_1388
chrX	639042	639762	-	lncRNA_1389
chrX	639994	640418	-	lncRNA_1390
chrX	640626	641802	-	lncRNA_1391
chrX	647122	647282	-	lncRNA_1392
chrX	649365	649911	-	lncRNA_1393
chrX	650354	651258	-	lncRNA_1394
chrX	668505	669278	-	lncRNA_1395
chrX	684699	684951	-	lncRNA_1396
chrX	684990	685274	-	lncRNA_1397
chrX	703390	705458	-	lncRNA_1398
chrX	717586	718002	-	lncRNA_1399
chrX	718435	719255	-	lncRNA_1400
chrX	721425	724210	-	lncRNA_1401
chrX	724337	725346	-	lncRNA_1402
chrX	725908	726779	-	lncRNA_1403
chrX	741512	741738	-	lncRNA_1404
chrXI	8083	9072	+	lncRNA_1405
chrXI	9111	9346	+	lncRNA_1406
chrXI	11727	11966	+	lncRNA_1407
chrXI	12844	13425	+	lncRNA_1408
chrXI	15881	16201	+	lncRNA_1409
chrXI	18088	18370	+	lncRNA_1410
chrXI	18569	21215	+	lncRNA_1411
chrXI	21233	22073	+	lncRNA_1412
chrXI	30920	31152	+	lncRNA_1413
chrXI	38960	39120	+	lncRNA_1414
chrXI	66459	67761	+	lncRNA_1415
chrXI	69681	70467	+	lncRNA_1416
chrXI	74023	74523	+	lncRNA_1417
chrXI	88710	92255	+	lncRNA_1418
chrXI	92279	93359	+	lncRNA_1419
chrXI	115095	115551	+	lncRNA_1420
chrXI	136380	137933	+	lncRNA_1421
chrXI	141261	142823	+	lncRNA_1422
chrXI	143183	144319	+	lncRNA_1423
chrXI	150730	152948	+	lncRNA_1424
chrXI	153775	154303	+	lncRNA_1425
chrXI	164932	166057	+	lncRNA_1426
chrXI	179311	179631	+	lncRNA_1427
chrXI	191734	191993	+	lncRNA_1428
chrXI	195172	195830	+	lncRNA_1429
chrXI	196342	196735	+	lncRNA_1430
chrXI	200318	202741	+	lncRNA_1431
chrXI	223198	225134	+	lncRNA_1432
chrXI	225648	226066	+	lncRNA_1433
chrXI	230279	231790	+	lncRNA_1434
chrXI	239353	240888	+	lncRNA_1435
chrXI	240911	241773	+	lncRNA_1436
chrXI	246094	246630	+	lncRNA_1437
chrXI	255742	256015	+	lncRNA_1438
chrXI	259913	260236	+	lncRNA_1439
chrXI	269708	270012	+	lncRNA_1440
chrXI	270165	270406	+	lncRNA_1441
chrXI	271017	271424	+	lncRNA_1442
chrXI	322071	322298	+	lncRNA_1443
chrXI	322311	322807	+	lncRNA_1444
chrXI	328135	329175	+	lncRNA_1445
chrXI	335308	336274	+	lncRNA_1446
chrXI	353093	353346	+	lncRNA_1447
chrXI	364601	364745	+	lncRNA_1448
chrXI	389097	390633	+	lncRNA_1449
chrXI	420201	421425	+	lncRNA_1450
chrXI	427241	428746	+	lncRNA_1451
chrXI	430825	431502	+	lncRNA_1452
chrXI	439793	440113	+	lncRNA_1453
chrXI	446809	447705	+	lncRNA_1454
chrXI	454874	457148	+	lncRNA_1455
chrXI	461600	462811	+	lncRNA_1456
chrXI	466396	469415	+	lncRNA_1457
chrXI	476089	476497	+	lncRNA_1458
chrXI	489887	490749	+	lncRNA_1459
chrXI	510786	511162	+	lncRNA_1460
chrXI	514138	514706	+	lncRNA_1461
chrXI	517771	517922	+	lncRNA_1462
chrXI	533775	536472	+	lncRNA_1463
chrXI	570435	570853	+	lncRNA_1464
chrXI	576283	577132	+	lncRNA_1465
chrXI	578511	578888	+	lncRNA_1466
chrXI	581474	581850	+	lncRNA_1467
chrXI	589833	590153	+	lncRNA_1468
chrXI	604435	604707	+	lncRNA_1469
chrXI	605595	608371	+	lncRNA_1470
chrXI	618868	619508	+	lncRNA_1471
chrXI	630542	631016	+	lncRNA_1472
chrXI	658542	659155	+	lncRNA_1473
chrXI	659209	660596	+	lncRNA_1474
chrXI	664802	665264	+	lncRNA_1475
chrXI	5993	7841	-	lncRNA_1476
chrXI	13675	14347	-	lncRNA_1477
chrXI	16541	17133	-	lncRNA_1478
chrXI	18501	19741	-	lncRNA_1479
chrXI	19757	24925	-	lncRNA_1480
chrXI	38236	38820	-	lncRNA_1481
chrXI	94119	94414	-	lncRNA_1482
chrXI	95835	96315	-	lncRNA_1483
chrXI	99002	99201	-	lncRNA_1484
chrXI	99250	99584	-	lncRNA_1485
chrXI	126715	130291	-	lncRNA_1486
chrXI	144539	144955	-	lncRNA_1487
chrXI	150899	153083	-	lncRNA_1488
chrXI	155332	156213	-	lncRNA_1489
chrXI	157686	158319	-	lncRNA_1490
chrXI	164451	164595	-	lncRNA_1491
chrXI	179099	179459	-	lncRNA_1492
chrXI	203894	205434	-	lncRNA_1493
chrXI	210608	210877	-	lncRNA_1494
chrXI	214518	216685	-	lncRNA_1495
chrXI	230322	230978	-	lncRNA_1496
chrXI	231946	234212	-	lncRNA_1497
chrXI	257891	258466	-	lncRNA_1498
chrXI	259611	261907	-	lncRNA_1499
chrXI	264227	265971	-	lncRNA_1500
chrXI	270755	273178	-	lncRNA_1501
chrXI	274187	275059	-	lncRNA_1502
chrXI	276738	276944	-	lncRNA_1503
chrXI	278283	278907	-	lncRNA_1504
chrXI	285843	286371	-	lncRNA_1505
chrXI	290859	291163	-	lncRNA_1506
chrXI	298771	299155	-	lncRNA_1507
chrXI	299563	302147	-	lncRNA_1508
chrXI	303473	307067	-	lncRNA_1509
chrXI	307627	308120	-	lncRNA_1510
chrXI	308298	308670	-	lncRNA_1511
chrXI	308747	309859	-	lncRNA_1512
chrXI	315379	316100	-	lncRNA_1513
chrXI	317107	317483	-	lncRNA_1514
chrXI	323565	323899	-	lncRNA_1515
chrXI	324373	324969	-	lncRNA_1516
chrXI	325467	326267	-	lncRNA_1517
chrXI	341131	342115	-	lncRNA_1518
chrXI	349350	350597	-	lncRNA_1519
chrXI	352851	353443	-	lncRNA_1520
chrXI	355115	356139	-	lncRNA_1521
chrXI	360108	360828	-	lncRNA_1522
chrXI	361876	362380	-	lncRNA_1523
chrXI	364285	365261	-	lncRNA_1524
chrXI	386181	387253	-	lncRNA_1525
chrXI	426302	426621	-	lncRNA_1526
chrXI	451596	451976	-	lncRNA_1527
chrXI	462990	463507	-	lncRNA_1528
chrXI	493021	493653	-	lncRNA_1529
chrXI	513482	514462	-	lncRNA_1530
chrXI	516566	516870	-	lncRNA_1531
chrXI	516990	517461	-	lncRNA_1532
chrXI	519406	519838	-	lncRNA_1533
chrXI	521878	523358	-	lncRNA_1534
chrXI	527262	527646	-	lncRNA_1535
chrXI	533550	533838	-	lncRNA_1536
chrXI	554206	554718	-	lncRNA_1537
chrXI	556662	558662	-	lncRNA_1538
chrXI	564654	565070	-	lncRNA_1539
chrXI	571070	571206	-	lncRNA_1540
chrXI	581341	581761	-	lncRNA_1541
chrXI	582086	584746	-	lncRNA_1542
chrXI	608790	611227	-	lncRNA_1543
chrXI	614088	614767	-	lncRNA_1544
chrXI	615563	616139	-	lncRNA_1545
chrXI	626186	626886	-	lncRNA_1546
chrXI	631113	632007	-	lncRNA_1547
chrXI	642961	645780	-	lncRNA_1548
chrXI	649892	650348	-	lncRNA_1549
chrXI	658230	658573	-	lncRNA_1550
chrXI	661427	662438	-	lncRNA_1551
chrXII	22937	23481	+	lncRNA_1552
chrXII	25714	27289	+	lncRNA_1553
chrXII	97826	99154	+	lncRNA_1554
chrXII	105402	105546	+	lncRNA_1555
chrXII	105670	106052	+	lncRNA_1556
chrXII	109242	109666	+	lncRNA_1557
chrXII	111804	116213	+	lncRNA_1558
chrXII	130332	131123	+	lncRNA_1559
chrXII	134390	134819	+	lncRNA_1560
chrXII	151070	153642	+	lncRNA_1561
chrXII	158074	159793	+	lncRNA_1562
chrXII	167563	167802	+	lncRNA_1563
chrXII	185082	185458	+	lncRNA_1564
chrXII	187720	188792	+	lncRNA_1565
chrXII	193473	194376	+	lncRNA_1566
chrXII	196840	197344	+	lncRNA_1567
chrXII	201592	201920	+	lncRNA_1568
chrXII	211622	212155	+	lncRNA_1569
chrXII	220238	220679	+	lncRNA_1570
chrXII	221054	221709	+	lncRNA_1571
chrXII	222313	222616	+	lncRNA_1572
chrXII	224017	224696	+	lncRNA_1573
chrXII	224888	225193	+	lncRNA_1574
chrXII	230799	231624	+	lncRNA_1575
chrXII	234552	235904	+	lncRNA_1576
chrXII	243608	243744	+	lncRNA_1577
chrXII	245576	246274	+	lncRNA_1578
chrXII	248008	249328	+	lncRNA_1579
chrXII	259760	260944	+	lncRNA_1580
chrXII	267856	268072	+	lncRNA_1581
chrXII	274032	275840	+	lncRNA_1582
chrXII	281168	282192	+	lncRNA_1583
chrXII	282536	282880	+	lncRNA_1584
chrXII	289744	289920	+	lncRNA_1585
chrXII	300710	301821	+	lncRNA_1586
chrXII	307885	308155	+	lncRNA_1587
chrXII	308501	308855	+	lncRNA_1588
chrXII	329696	331432	+	lncRNA_1589
chrXII	339408	341224	+	lncRNA_1590
chrXII	346168	346552	+	lncRNA_1591
chrXII	373399	373971	+	lncRNA_1592
chrXII	395176	395584	+	lncRNA_1593
chrXII	395800	397352	+	lncRNA_1594
chrXII	403344	404426	+	lncRNA_1595
chrXII	404520	405088	+	lncRNA_1596
chrXII	415736	416808	+	lncRNA_1597
chrXII	423106	423470	+	lncRNA_1598
chrXII	434144	434280	+	lncRNA_1599
chrXII	441568	442624	+	lncRNA_1600
chrXII	445136	445544	+	lncRNA_1601
chrXII	449688	450728	+	lncRNA_1602
chrXII	460330	460763	+	lncRNA_1603
chrXII	473646	474416	+	lncRNA_1604
chrXII	474423	475341	+	lncRNA_1605
chrXII	481111	481409	+	lncRNA_1606
chrXII	490883	492774	+	lncRNA_1607
chrXII	498223	498863	+	lncRNA_1608
chrXII	501263	502343	+	lncRNA_1609
chrXII	509735	510007	+	lncRNA_1610
chrXII	514091	514952	+	lncRNA_1611
chrXII	540751	541791	+	lncRNA_1612
chrXII	542015	542869	+	lncRNA_1613
chrXII	553911	554431	+	lncRNA_1614
chrXII	566583	568423	+	lncRNA_1615
chrXII	591343	591727	+	lncRNA_1616
chrXII	603431	604199	+	lncRNA_1617
chrXII	607271	609231	+	lncRNA_1618
chrXII	626399	627095	+	lncRNA_1619
chrXII	645338	645753	+	lncRNA_1620
chrXII	657253	657874	+	lncRNA_1621
chrXII	658231	658615	+	lncRNA_1622
chrXII	660471	660647	+	lncRNA_1623
chrXII	669159	669436	+	lncRNA_1624
chrXII	674447	675135	+	lncRNA_1625
chrXII	675668	676468	+	lncRNA_1626
chrXII	699847	701295	+	lncRNA_1627
chrXII	710890	711259	+	lncRNA_1628
chrXII	719679	719863	+	lncRNA_1629
chrXII	721783	722471	+	lncRNA_1630
chrXII	738143	738607	+	lncRNA_1631
chrXII	793209	793651	+	lncRNA_1632
chrXII	796820	797033	+	lncRNA_1633
chrXII	837608	838016	+	lncRNA_1634
chrXII	839736	840256	+	lncRNA_1635
chrXII	849226	849616	+	lncRNA_1636
chrXII	873712	875295	+	lncRNA_1637
chrXII	899719	899895	+	lncRNA_1638
chrXII	902301	902697	+	lncRNA_1639
chrXII	906703	907039	+	lncRNA_1640
chrXII	909682	912471	+	lncRNA_1641
chrXII	933869	934285	+	lncRNA_1642
chrXII	941463	946814	+	lncRNA_1643
chrXII	954387	954571	+	lncRNA_1644
chrXII	981005	981272	+	lncRNA_1645
chrXII	1001489	1001940	+	lncRNA_1646
chrXII	1010949	1011369	+	lncRNA_1647
chrXII	1028179	1028331	+	lncRNA_1648
chrXII	1030084	1030604	+	lncRNA_1649
chrXII	1041762	1043066	+	lncRNA_1650
chrXII	19134	19358	-	lncRNA_1651
chrXII	19855	20857	-	lncRNA_1652
chrXII	36350	37142	-	lncRNA_1653
chrXII	84514	85914	-	lncRNA_1654
chrXII	112126	114314	-	lncRNA_1655
chrXII	115534	116142	-	lncRNA_1656
chrXII	117904	119149	-	lncRNA_1657
chrXII	146082	146368	-	lncRNA_1658
chrXII	150318	150678	-	lncRNA_1659
chrXII	201532	201812	-	lncRNA_1660
chrXII	203064	204731	-	lncRNA_1661
chrXII	223196	224596	-	lncRNA_1662
chrXII	264283	264553	-	lncRNA_1663
chrXII	264740	265268	-	lncRNA_1664
chrXII	287764	288884	-	lncRNA_1665
chrXII	289132	289612	-	lncRNA_1666
chrXII	289716	289916	-	lncRNA_1667
chrXII	290049	291712	-	lncRNA_1668
chrXII	322084	326260	-	lncRNA_1669
chrXII	363972	364300	-	lncRNA_1670
chrXII	365842	366128	-	lncRNA_1671
chrXII	370188	370964	-	lncRNA_1672
chrXII	398828	399388	-	lncRNA_1673
chrXII	413960	414192	-	lncRNA_1674
chrXII	436668	437108	-	lncRNA_1675
chrXII	449004	449612	-	lncRNA_1676
chrXII	450807	451119	-	lncRNA_1677
chrXII	498132	498711	-	lncRNA_1678
chrXII	503499	504043	-	lncRNA_1679
chrXII	505243	505779	-	lncRNA_1680
chrXII	543347	543667	-	lncRNA_1681
chrXII	593636	593917	-	lncRNA_1682
chrXII	603387	603960	-	lncRNA_1683
chrXII	609684	610783	-	lncRNA_1684
chrXII	612188	612777	-	lncRNA_1685
chrXII	614227	614579	-	lncRNA_1686
chrXII	618594	620203	-	lncRNA_1687
chrXII	620328	620791	-	lncRNA_1688
chrXII	633619	634003	-	lncRNA_1689
chrXII	636051	636371	-	lncRNA_1690
chrXII	641330	642388	-	lncRNA_1691
chrXII	645263	645535	-	lncRNA_1692
chrXII	649048	650789	-	lncRNA_1693
chrXII	651144	651597	-	lncRNA_1694
chrXII	657098	658224	-	lncRNA_1695
chrXII	659835	661451	-	lncRNA_1696
chrXII	671758	672835	-	lncRNA_1697
chrXII	678070	679952	-	lncRNA_1698
chrXII	688124	688900	-	lncRNA_1699
chrXII	730167	730389	-	lncRNA_1700
chrXII	781419	781995	-	lncRNA_1701
chrXII	783483	783843	-	lncRNA_1702
chrXII	786448	787401	-	lncRNA_1703
chrXII	789411	789875	-	lncRNA_1704
chrXII	791966	792722	-	lncRNA_1705
chrXII	793131	794227	-	lncRNA_1706
chrXII	806843	809164	-	lncRNA_1707
chrXII	815778	818462	-	lncRNA_1708
chrXII	822731	823316	-	lncRNA_1709
chrXII	827916	828336	-	lncRNA_1710
chrXII	830396	830732	-	lncRNA_1711
chrXII	831426	833657	-	lncRNA_1712
chrXII	866420	866804	-	lncRNA_1713
chrXII	921643	922387	-	lncRNA_1714
chrXII	928245	928590	-	lncRNA_1715
chrXII	928605	929597	-	lncRNA_1716
chrXII	933067	933685	-	lncRNA_1717
chrXII	939557	940933	-	lncRNA_1718
chrXII	941471	941683	-	lncRNA_1719
chrXII	941756	941976	-	lncRNA_1720
chrXII	948688	949949	-	lncRNA_1721
chrXII	963127	963560	-	lncRNA_1722
chrXII	976838	980976	-	lncRNA_1723
chrXII	981698	982568	-	lncRNA_1724
chrXII	987903	988191	-	lncRNA_1725
chrXII	1024298	1024594	-	lncRNA_1726
chrXII	1025107	1026711	-	lncRNA_1727
chrXII	1029912	1030624	-	lncRNA_1728
chrXII	1033423	1035783	-	lncRNA_1729
chrXII	1043022	1043606	-	lncRNA_1730
chrXII	1052308	1053172	-	lncRNA_1731
chrXII	1054694	1055295	-	lncRNA_1732
chrXII	1067484	1067896	-	lncRNA_1733
chrXII	1073670	1073881	-	lncRNA_1734
chrXII	1074268	1074560	-	lncRNA_1735
chrXIII	13508	14351	+	lncRNA_1736
chrXIII	14976	15464	+	lncRNA_1737
chrXIII	20773	21500	+	lncRNA_1738
chrXIII	21530	21917	+	lncRNA_1739
chrXIII	23944	26546	+	lncRNA_1740
chrXIII	30161	30585	+	lncRNA_1741
chrXIII	57625	57873	+	lncRNA_1742
chrXIII	58873	59401	+	lncRNA_1743
chrXIII	77993	78337	+	lncRNA_1744
chrXIII	87104	87761	+	lncRNA_1745
chrXIII	94415	95775	+	lncRNA_1746
chrXIII	97681	97945	+	lncRNA_1747
chrXIII	119158	120107	+	lncRNA_1748
chrXIII	121583	123183	+	lncRNA_1749
chrXIII	127789	129735	+	lncRNA_1750
chrXIII	129809	130729	+	lncRNA_1751
chrXIII	131969	133033	+	lncRNA_1752
chrXIII	133193	133417	+	lncRNA_1753
chrXIII	140433	141537	+	lncRNA_1754
chrXIII	147361	147537	+	lncRNA_1755
chrXIII	147570	147814	+	lncRNA_1756
chrXIII	148777	149025	+	lncRNA_1757
chrXIII	164617	164745	+	lncRNA_1758
chrXIII	165529	168705	+	lncRNA_1759
chrXIII	204449	205009	+	lncRNA_1760
chrXIII	212265	212369	+	lncRNA_1761
chrXIII	229876	230099	+	lncRNA_1762
chrXIII	239025	239225	+	lncRNA_1763
chrXIII	241999	242521	+	lncRNA_1764
chrXIII	246937	247641	+	lncRNA_1765
chrXIII	253249	253657	+	lncRNA_1766
chrXIII	286562	286746	+	lncRNA_1767
chrXIII	289914	290674	+	lncRNA_1768
chrXIII	297122	297194	+	lncRNA_1769
chrXIII	302845	303848	+	lncRNA_1770
chrXIII	305787	306910	+	lncRNA_1771
chrXIII	306914	307485	+	lncRNA_1772
chrXIII	320624	321067	+	lncRNA_1773
chrXIII	330450	330634	+	lncRNA_1774
chrXIII	343666	344282	+	lncRNA_1775
chrXIII	347182	348501	+	lncRNA_1776
chrXIII	348594	349458	+	lncRNA_1777
chrXIII	362142	362638	+	lncRNA_1778
chrXIII	370762	372063	+	lncRNA_1779
chrXIII	377844	378316	+	lncRNA_1780
chrXIII	378703	379086	+	lncRNA_1781
chrXIII	386143	386401	+	lncRNA_1782
chrXIII	386485	387017	+	lncRNA_1783
chrXIII	391586	391826	+	lncRNA_1784
chrXIII	405738	406242	+	lncRNA_1785
chrXIII	429952	431525	+	lncRNA_1786
chrXIII	432138	433042	+	lncRNA_1787
chrXIII	462800	463281	+	lncRNA_1788
chrXIII	465026	465282	+	lncRNA_1789
chrXIII	475494	475784	+	lncRNA_1790
chrXIII	480874	481210	+	lncRNA_1791
chrXIII	493663	494861	+	lncRNA_1792
chrXIII	501098	501665	+	lncRNA_1793
chrXIII	502122	504323	+	lncRNA_1794
chrXIII	509311	509634	+	lncRNA_1795
chrXIII	510578	511266	+	lncRNA_1796
chrXIII	511802	512194	+	lncRNA_1797
chrXIII	522178	522778	+	lncRNA_1798
chrXIII	534930	535978	+	lncRNA_1799
chrXIII	556666	557468	+	lncRNA_1800
chrXIII	557490	557898	+	lncRNA_1801
chrXIII	566877	567299	+	lncRNA_1802
chrXIII	567373	567992	+	lncRNA_1803
chrXIII	570586	571242	+	lncRNA_1804
chrXIII	584308	585754	+	lncRNA_1805
chrXIII	590359	591810	+	lncRNA_1806
chrXIII	591865	592104	+	lncRNA_1807
chrXIII	592970	593330	+	lncRNA_1808
chrXIII	599346	599839	+	lncRNA_1809
chrXIII	601359	602070	+	lncRNA_1810
chrXIII	610426	610898	+	lncRNA_1811
chrXIII	622691	622934	+	lncRNA_1812
chrXIII	652602	653849	+	lncRNA_1813
chrXIII	675054	675606	+	lncRNA_1814
chrXIII	715650	716498	+	lncRNA_1815
chrXIII	720891	721494	+	lncRNA_1816
chrXIII	731442	732119	+	lncRNA_1817
chrXIII	763341	764230	+	lncRNA_1818
chrXIII	774090	774722	+	lncRNA_1819
chrXIII	775938	776658	+	lncRNA_1820
chrXIII	777666	777938	+	lncRNA_1821
chrXIII	779434	779666	+	lncRNA_1822
chrXIII	784514	785042	+	lncRNA_1823
chrXIII	789104	789346	+	lncRNA_1824
chrXIII	797310	797704	+	lncRNA_1825
chrXIII	806681	807922	+	lncRNA_1826
chrXIII	809093	809539	+	lncRNA_1827
chrXIII	814378	815514	+	lncRNA_1828
chrXIII	836979	837733	+	lncRNA_1829
chrXIII	861458	861866	+	lncRNA_1830
chrXIII	864410	864898	+	lncRNA_1831
chrXIII	867330	867930	+	lncRNA_1832
chrXIII	872993	874449	+	lncRNA_1833
chrXIII	906255	906786	+	lncRNA_1834
chrXIII	910923	914795	+	lncRNA_1835
chrXIII	8733	9853	-	lncRNA_1836
chrXIII	29877	30309	-	lncRNA_1837
chrXIII	45909	46562	-	lncRNA_1838
chrXIII	53781	55213	-	lncRNA_1839
chrXIII	110037	110837	-	lncRNA_1840
chrXIII	110946	111706	-	lncRNA_1841
chrXIII	121365	122981	-	lncRNA_1842
chrXIII	141631	141954	-	lncRNA_1843
chrXIII	146269	146301	-	lncRNA_1844
chrXIII	169853	173537	-	lncRNA_1845
chrXIII	184470	184868	-	lncRNA_1846
chrXIII	193580	193873	-	lncRNA_1847
chrXIII	196825	197094	-	lncRNA_1848
chrXIII	218973	219859	-	lncRNA_1849
chrXIII	219892	220736	-	lncRNA_1850
chrXIII	221231	222197	-	lncRNA_1851
chrXIII	233331	233548	-	lncRNA_1852
chrXIII	258698	258965	-	lncRNA_1853
chrXIII	259405	260090	-	lncRNA_1854
chrXIII	262701	262837	-	lncRNA_1855
chrXIII	265131	267477	-	lncRNA_1856
chrXIII	271630	271937	-	lncRNA_1857
chrXIII	273228	273721	-	lncRNA_1858
chrXIII	275650	276306	-	lncRNA_1859
chrXIII	276396	276706	-	lncRNA_1860
chrXIII	282781	283750	-	lncRNA_1861
chrXIII	284182	284622	-	lncRNA_1862
chrXIII	286670	287230	-	lncRNA_1863
chrXIII	288110	289766	-	lncRNA_1864
chrXIII	302550	302670	-	lncRNA_1865
chrXIII	311270	312046	-	lncRNA_1866
chrXIII	315490	315771	-	lncRNA_1867
chrXIII	321393	321636	-	lncRNA_1868
chrXIII	352414	353249	-	lncRNA_1869
chrXIII	353316	353597	-	lncRNA_1870
chrXIII	354750	355126	-	lncRNA_1871
chrXIII	378592	379141	-	lncRNA_1872
chrXIII	388741	390934	-	lncRNA_1873
chrXIII	396470	396854	-	lncRNA_1874
chrXIII	399182	399803	-	lncRNA_1875
chrXIII	399881	400117	-	lncRNA_1876
chrXIII	405614	406110	-	lncRNA_1877
chrXIII	409628	409827	-	lncRNA_1878
chrXIII	409888	410277	-	lncRNA_1879
chrXIII	431246	431454	-	lncRNA_1880
chrXIII	433054	434190	-	lncRNA_1881
chrXIII	448310	448958	-	lncRNA_1882
chrXIII	465254	465670	-	lncRNA_1883
chrXIII	481763	482004	-	lncRNA_1884
chrXIII	489558	489846	-	lncRNA_1885
chrXIII	512022	513342	-	lncRNA_1886
chrXIII	531887	532249	-	lncRNA_1887
chrXIII	536035	537485	-	lncRNA_1888
chrXIII	545326	545710	-	lncRNA_1889
chrXIII	559702	560638	-	lncRNA_1890
chrXIII	568214	568414	-	lncRNA_1891
chrXIII	572248	572594	-	lncRNA_1892
chrXIII	575873	577466	-	lncRNA_1893
chrXIII	616025	616326	-	lncRNA_1894
chrXIII	618238	619586	-	lncRNA_1895
chrXIII	619654	620071	-	lncRNA_1896
chrXIII	620869	621650	-	lncRNA_1897
chrXIII	628382	628734	-	lncRNA_1898
chrXIII	646398	646854	-	lncRNA_1899
chrXIII	649470	649814	-	lncRNA_1900
chrXIII	649877	650334	-	lncRNA_1901
chrXIII	650428	650857	-	lncRNA_1902
chrXIII	654406	658382	-	lncRNA_1903
chrXIII	661102	662001	-	lncRNA_1904
chrXIII	662999	663232	-	lncRNA_1905
chrXIII	663253	664423	-	lncRNA_1906
chrXIII	667934	668230	-	lncRNA_1907
chrXIII	675809	676827	-	lncRNA_1908
chrXIII	687386	688854	-	lncRNA_1909
chrXIII	731438	732110	-	lncRNA_1910
chrXIII	752966	753118	-	lncRNA_1911
chrXIII	759830	760150	-	lncRNA_1912
chrXIII	761806	761950	-	lncRNA_1913
chrXIII	768852	770520	-	lncRNA_1914
chrXIII	772750	774054	-	lncRNA_1915
chrXIII	798073	798375	-	lncRNA_1916
chrXIII	808537	808918	-	lncRNA_1917
chrXIII	832416	832946	-	lncRNA_1918
chrXIII	847523	848045	-	lncRNA_1919
chrXIII	848103	848485	-	lncRNA_1920
chrXIII	854536	855045	-	lncRNA_1921
chrXIII	874390	874550	-	lncRNA_1922
chrXIII	881974	885406	-	lncRNA_1923
chrXIII	898030	898302	-	lncRNA_1924
chrXIII	898707	899016	-	lncRNA_1925
chrXIII	902484	905066	-	lncRNA_1926
chrXIII	914719	915239	-	lncRNA_1927
chrXIII	916211	917347	-	lncRNA_1928
chrXIV	3674	4066	+	lncRNA_1929
chrXIV	16222	17811	+	lncRNA_1930
chrXIV	64896	65605	+	lncRNA_1931
chrXIV	89451	89699	+	lncRNA_1932
chrXIV	101831	102059	+	lncRNA_1933
chrXIV	104258	104708	+	lncRNA_1934
chrXIV	109123	109403	+	lncRNA_1935
chrXIV	145514	146154	+	lncRNA_1936
chrXIV	160633	161911	+	lncRNA_1937
chrXIV	168066	169818	+	lncRNA_1938
chrXIV	174890	175234	+	lncRNA_1939
chrXIV	179991	181088	+	lncRNA_1940
chrXIV	198186	198514	+	lncRNA_1941
chrXIV	200226	200410	+	lncRNA_1942
chrXIV	217730	218394	+	lncRNA_1943
