chromosome	type	start	end	strand	id	name	transcript.start	transcript.end
chrXV	gene	768409	769812	+	YOR229W	WTM2	768338	770158
chrXV	gene	770800	772113	+	YOR230W	WTM1	770761	772334
chrXV	gene	772601	774127	+	YOR231W	MKK1	772424	774354
chrXV	gene	774573	775259	+	YOR232W	MGE1	774445	775443
chrXV	gene	775846	778248	+	YOR233W	KIN4	775554	778493
chrXV	gene	779870	780184	+	YOR235W	IRC13	779735	780811
chrXV	gene	780906	781541	+	YOR236W	DFR1	780847	781607
chrXV	gene	781994	783298	+	YOR237W	HES1	781859	783433
chrXV	gene	783677	784588	+	YOR238W		783557	784844
chrXV	gene	784857	786744	+	YOR239W	ABP140	784808	786948
chrXV	gene	786995	788641	+	YOR241W	MET7	786987	789176
chrXV	gene	792531	793868	+	YOR244W	ESA1	792476	794075
chrXV	gene	797676	798308	+	YOR247W	SRL1	797185	798504
chrXV	gene	798013	798315	+	YOR248W		797965	798535
chrXV	gene	803667	804203	+	YOR252W	TMA16	803634	804285
chrXV	gene	804377	804907	+	YOR253W	NAT5	804309	805488
chrXV	gene	807271	808107	+	YOR255W	OSW1	807136	808145
chrXV	gene	811008	811493	+	YOR257W	CDC31	810972	811532
chrXV	gene	811671	812324	+	YOR258W	HNT3	811474	812407
chrXV	gene	813984	815720	+	YOR260W	GCD1	813932	815921
chrXV	gene	817292	818335	+	YOR262W	GPN2	817160	818438
chrXV	gene	818866	820158	+	YOR264W	DSE3	818774	820342
chrXV	gene	820454	820774	+	YOR265W	RBL2	820416	820815
chrXV	gene	821023	822294	+	YOR266W	PNT1	820816	822455
chrXV	gene	826385	827869	+	YOR269W	PAC1	826292	828044
chrXV	gene	832813	834195	+	YOR272W	YTM1	832614	834265
chrXV	gene	837674	838960	+	YOR274W	MOD5	837615	839120
chrXV	gene	841333	841818	+	YOR276W	CAF20	841275	841911
chrXV	gene	842817	843644	+	YOR278W	HEM4	842729	843779
chrXV	gene	847000	847320	+	YOR282W		846534	847455
chrXV	gene	847453	848145	+	YOR283W		847360	848290
chrXV	gene	848478	849209	+	YOR284W	HUA2	848421	849620
chrXV	gene	849635	850054	+	YOR285W	RDL1	849621	850280
chrXV	gene	850280	850729	+	YOR286W	RDL2	850262	850800
chrXV	gene	853357	854112	+	YOR289W		853324	854283
chrXV	gene	861175	865593	+	YOR291W	YPK9	860844	865659
chrXV	gene	867098	867852	+	YOR293W	RPS10A	866974	868056
chrXV	gene	868340	868951	+	YOR294W	RRS1	868262	869101
chrXV	gene	869208	869894	+	YOR295W	UAF30	869073	870099
chrXV	gene	870202	874071	+	YOR296W		870067	874344
chrXV	gene	875599	877038	+	YOR298W	MUM3	875332	877392
chrXV	gene	878435	880675	+	YOR299W	BUD7	878122	880810
chrXV	gene	880575	880883	+	YOR300W		880440	881018
chrXV	gene	880965	882272	+	YOR301W	RAX1	880662	882556
chrXV	gene	882765	882842	+	YOR302W		882611	882880
chrXV	gene	882899	884134	+	YOR303W	CPA1	882764	884201
chrXV	gene	884514	887876	+	YOR304W	ISW2	884309	887961
chrXV	gene	889022	889750	+	YOR305W	RRG7	888936	889839
chrXV	gene	903043	903372	+	YOR314W		902908	903475
chrXV	gene	904458	904568	+	YOR314W-A		904255	904674
chrXV	gene	904760	905800	+	YOR315W	SFG1	904675	906134
chrXV	gene	909343	911445	+	YOR317W	FAA1	909180	911682
chrXV	gene	912822	913463	+	YOR319W	HSH49	912744	913603
chrXV	gene	916030	918291	+	YOR321W	PMT3	915958	918386
chrXV	gene	924577	925050	+	YOR325W		924442	925203
chrXV	gene	925721	930445	+	YOR326W	MYO2	925484	930823
chrXV	gene	931803	936497	+	YOR328W	PDR10	931636	937303
chrXV	gene	939348	939557	+	YOR329W-A		939213	939692
chrXV	gene	943656	944357	+	YOR332W	VMA4	943623	944427
chrXV	gene	944596	946008	+	YOR334W	MRS2	944403	946182
chrXV	gene	946568	946648	+	YOR335W-A		946143	946783
chrXV	gene	949773	953870	+	YOR336W	KRE5	949676	954044
chrXV	gene	954344	956623	+	YOR337W	TEA1	954293	956834
chrXV	gene	956898	957989	+	YOR338W		956797	958316
chrXV	gene	960987	965981	+	YOR341W	RPA190	960878	966263
chrXV	gene	981828	984785	+	YOR346W	REV1	981640	984919
chrXV	gene	989789	992833	+	YOR349W	CIN1	989654	992849
chrXV	gene	997213	998244	+	YOR352W	TFB6	997097	998316
chrXV	gene	1005137	1006705	+	YOR355W	GDS1	1005027	1006946
chrXV	gene	1007221	1009116	+	YOR356W	CIR2	1006964	1009723
chrXV	gene	1010161	1010889	+	YOR358W	HAP5	1009724	1011166
chrXV	gene	1011189	1012760	+	YOR359W	VTS1	1011092	1013014
chrXV	gene	1023371	1023739	+	YOR364W		1023236	1023874
chrXV	gene	1025256	1025609	+	YOR366W		1025121	1025744
chrXV	gene	1026007	1026609	+	YOR367W	SCP1	1025979	1026672
chrXV	gene	1026843	1028048	+	YOR368W	RAD17	1026659	1028174
chrXV	gene	1036834	1039389	+	YOR373W	NUD1	1036771	1039486
chrXV	gene	1039840	1041399	+	YOR374W	ALD4	1039649	1041625
chrXV	gene	1043191	1043559	+	YOR376W		1042969	1043694
chrXV	gene	1045196	1045351	+	YOR376W-A		1044542	1045486
chrXV	gene	1046226	1047803	+	YOR377W	ATF1	1046144	1048037
chrXV	gene	1049511	1051058	+	YOR378W	AMF1	1049376	1051115
chrXV	gene	1055545	1057680	+	YOR381W	FRE3	1055464	1058428
chrXV	gene	1058423	1058590	+	YOR381W-A		1058288	1058725
chrXV	gene	1059531	1059992	+	YOR382W	FIT2	1059194	1060088
chrXV	gene	1061564	1063648	+	YOR384W	FRE5	1061094	1063783
chrXV	gene	1065043	1065915	+	YOR385W		1065010	1066352
chrXV	gene	1066839	1068536	+	YOR386W	PHR1	1066754	1068733
chrXV	gene	1074213	1076087	+	YOR389W		1074078	1076222
chrXV	gene	1076784	1077911	+	YOR390W	FEX1	1076773	1077971
chrXV	gene	1079282	1079725	+	YOR392W		1079147	1079860
chrXV	gene	1080276	1081589	+	YOR393W	ERR1	1080141	1081635
chrXV	gene	1082718	1083212	+	YOR394W	PAU21	1082583	1083347
chrXV	gene	1085473	1090863	+	YOR396W	YRF1-8	1085338	1090998
chrXVI	gene	554605	555729	+	YPL001W	HAT1	554563	555783
chrXVI	gene	552020	553408	+	YPL003W	ULA1	551971	553543
chrXVI	gene	548486	550306	+	YPL005W	AEP3	548462	550600
chrXVI	gene	544631	548143	+	YPL006W	NCR1	544575	548321
chrXVI	gene	539385	541970	+	YPL008W	CHL1	539155	542128
chrXVI	gene	535018	535587	+	YPL010W	RET3	534924	535735
chrXVI	gene	529723	533409	+	YPL012W	RRP12	529535	533574
chrXVI	gene	527547	528692	+	YPL014W		527481	528948
chrXVI	gene	521014	524958	+	YPL016W	SWI1	520559	525596
chrXVI	gene	517651	518760	+	YPL018W	CTF19	517468	518895
chrXVI	gene	511101	511664	+	YPL021W	ECM23	510966	511799
chrXVI	gene	506697	509999	+	YPL022W	RAD1	506615	510220
chrXVI	gene	503517	504242	+	YPL024W	RMI1	502843	504330
chrXVI	gene	499665	500402	+	YPL027W	SMA1	499530	500537
chrXVI	gene	498096	499292	+	YPL028W	ERG10	497982	499494
chrXVI	gene	495506	497719	+	YPL029W	SUV3	495455	497774
chrXVI	gene	493543	495246	+	YPL030W	TRM44	493442	495335
chrXVI	gene	486712	487209	+	YPL034W		486275	487344
chrXVI	gene	482843	485686	+	YPL036W	PMA2	482091	486210
chrXVI	gene	480535	481068	+	YPL038W	MET31	480522	481375
chrXVI	gene	480182	480373	+	YPL038W-A		480047	480508
chrXVI	gene	479225	480175	+	YPL039W		479176	480300
chrXVI	gene	469939	471996	+	YPL043W	NOP4	469866	472085
chrXVI	gene	467260	469656	+	YPL045W	VPS16	467146	469865
chrXVI	gene	465962	466261	+	YPL047W	SGF11	465728	466593
chrXVI	gene	464401	465648	+	YPL048W	CAM1	464325	465787
chrXVI	gene	459963	460559	+	YPL051W	ARL3	459908	460707
chrXVI	gene	458799	459678	+	YPL052W	OAZ1	458733	459845
chrXVI	gene	455759	456664	+	YPL054W	LEE1	455682	457094
chrXVI	gene	444579	445031	+	YPL059W	GRX5	444487	445168
chrXVI	gene	434523	435764	+	YPL060W	MFM1	434205	435898
chrXVI	gene	432588	434090	+	YPL061W	ALD6	432485	434211
chrXVI	gene	431895	432299	+	YPL062W		431381	432434
chrXVI	gene	429939	431369	+	YPL063W	TIM50	429801	431449
chrXVI	gene	427927	428655	+	YPL065W	VPS28	427878	428718
chrXVI	gene	426233	427672	+	YPL066W	RGL1	426160	427771
chrXVI	gene	420948	422786	+	YPL070W	MUK1	420708	422971
chrXVI	gene	418512	420011	+	YPL072W	UBP16	418377	420597
chrXVI	gene	415763	418027	+	YPL074W	YTA6	415475	418159
chrXVI	gene	412254	415362	+	YPL075W	GCR1	412195	415578
chrXVI	gene	410443	411285	+	YPL076W	GPI2	410296	411531
chrXVI	gene	406636	407539	+	YPL079W	RPL21B	406567	407653
chrXVI	gene	404950	406044	+	YPL081W	RPS9A	404600	406243
chrXVI	gene	394038	396572	+	YPL084W	BRO1	393995	396723
chrXVI	gene	387067	393654	+	YPL085W	SEC16	386905	393832
chrXVI	gene	383455	384408	+	YPL087W	YDC1	383256	384555
chrXVI	gene	381965	382993	+	YPL088W		381864	383082
chrXVI	gene	375502	376953	+	YPL091W	GLR1	375441	377065
chrXVI	gene	373793	375169	+	YPL092W	SSU1	373639	375518
chrXVI	gene	370978	372921	+	YPL093W	NOG1	370908	373354
chrXVI	gene	366927	368018	+	YPL096W	PNG1	366902	368124
chrXVI	gene	364952	366430	+	YPL097W	MSY1	364786	366541
chrXVI	gene	361872	363362	+	YPL100W	ATG21	361806	364266
chrXVI	gene	360209	361579	+	YPL101W	ELP4	360167	361761
chrXVI	gene	355700	357676	+	YPL104W	MSD1	355664	357814
chrXVI	gene	349119	349865	+	YPL107W		348471	350150
chrXVI	gene	339944	340945	+	YPL111W	CAR1	339892	341039
chrXVI	gene	335948	336367	+	YPL114W		335813	336502
chrXVI	gene	329606	331699	+	YPL116W	HOS3	329278	331810
chrXVI	gene	326628	327662	+	YPL118W	MRP51	326541	327762
chrXVI	gene	322071	323744	+	YPL120W	VPS30	322063	323879
chrXVI	gene	316755	317516	+	YPL124W	SPC29	316687	317651
chrXVI	gene	313388	316486	+	YPL125W	KAP120	313254	316561
chrXVI	gene	310210	312900	+	YPL126W	NAN1	310184	313197
chrXVI	gene	305298	306137	+	YPL129W	TAF14	305230	306245
chrXVI	gene	304387	305058	+	YPL130W	SPO19	304252	305193
chrXVI	gene	303121	304014	+	YPL131W	RPL5	303092	304300
chrXVI	gene	301716	302618	+	YPL132W	COX11	301578	303091
chrXVI	gene	297553	298050	+	YPL135W	ISU1	297454	298416
chrXVI	gene	296286	296654	+	YPL136W		296151	296739
chrXVI	gene	282122	282970	+	YPL143W	RPL33A	281881	283100
chrXVI	gene	280480	280926	+	YPL144W	POC4	280392	281004
chrXVI	gene	273255	275867	+	YPL147W	PXA1	273233	275961
chrXVI	gene	271310	272194	+	YPL149W	ATG5	271202	272973
chrXVI	gene	268188	270893	+	YPL150W		267681	271020
chrXVI	gene	265028	266104	+	YPL152W	RRD2	264972	266191
chrXVI	gene	264602	264700	+	YPL152W-A		264467	264835
chrXVI	gene	254814	255761	+	YPL157W	TGS1	254685	255858
chrXVI	gene	246990	250262	+	YPL160W	CDC60	246563	250566
chrXVI	gene	237338	237979	+	YPL166W	ATG29	237285	238114
chrXVI	gene	231217	232509	+	YPL168W	MRX4	231067	232570
chrXVI	gene	228314	228772	+	YPL170W	DAP1	228074	228967
chrXVI	gene	223143	224036	+	YPL173W	MRPL40	223087	224169
chrXVI	gene	218630	220088	+	YPL175W	SPT14	218586	220178
chrXVI	gene	212158	212784	+	YPL178W	CBC2	212096	213075
chrXVI	gene	208157	209806	+	YPL179W	PPQ1	208011	210052
chrXVI	gene	205248	207647	+	YPL180W	TCO89	205200	207825
chrXVI	gene	203421	204941	+	YPL181W	CTI6	203190	205098
chrXVI	gene	199095	199376	+	YPL183W-A	RTC6	199025	199504
chrXVI	gene	195253	195648	+	YPL185W		194605	195864
chrXVI	gene	193648	194145	+	YPL187W	MF%28ALPHA%291	193513	194280
chrXVI	gene	191406	192650	+	YPL188W	POS5	191223	192954
chrXVI	gene	189154	190983	+	YPL189W	GUP2	189019	191107
chrXVI	gene	181403	182548	+	YPL193W	RSA1	181255	182571
chrXVI	gene	179277	181115	+	YPL194W	DDC1	179242	181221
chrXVI	gene	176223	179021	+	YPL195W	APL5	176146	179135
chrXVI	gene	175043	175864	+	YPL196W	OXR1	174936	176029
chrXVI	gene	173152	174702	+	YPL198W	RPL7B	173111	174862
chrXVI	gene	171484	171954	+	YPL200W	CSM4	171349	172519
chrXVI	gene	166256	167398	+	YPL203W	TPK2	165933	167640
chrXVI	gene	164276	165760	+	YPL204W	HRR25	163850	165911
chrXVI	gene	159909	162341	+	YPL207W	TYW1	159840	162542
chrXVI	gene	157842	159593	+	YPL208W	RKM1	157780	159668
chrXVI	gene	153495	154040	+	YPL211W	NIP7	153462	154246
chrXVI	gene	150614	151330	+	YPL213W	LEA1	150583	151422
chrXVI	gene	147416	148423	+	YPL215W	CBP3	147207	148577
chrXVI	gene	143821	147129	+	YPL216W		143412	147221
chrXVI	gene	138698	139409	+	YPL218W	SAR1	138633	139612
chrXVI	gene	136750	138228	+	YPL219W	PCL8	136653	138632
chrXVI	gene	135790	136443	+	YPL220W	RPL1A	135725	136579
chrXVI	gene	133043	135424	+	YPL221W	FLC1	132572	135601
chrXVI	gene	130162	132228	+	YPL222W	FMP40	130101	132524
chrXVI	gene	126006	126446	+	YPL225W		125881	126582
chrXVI	gene	121767	125357	+	YPL226W	NEW1	121694	125754
chrXVI	gene	118382	120031	+	YPL228W	CET1	118146	120184
chrXVI	gene	117067	117687	+	YPL229W		117008	118016
chrXVI	gene	115219	116487	+	YPL230W	USV1	114778	116582
chrXVI	gene	108652	114315	+	YPL231W	FAS2	108568	114408
chrXVI	gene	107275	108147	+	YPL232W	SSO1	107096	108286
chrXVI	gene	106172	106822	+	YPL233W	NSL1	105997	107096
chrXVI	gene	103232	104647	+	YPL235W	RVB2	103129	104868
chrXVI	gene	100496	101353	+	YPL237W	SUI3	100205	101464
chrXVI	gene	99484	100086	+	YPL239W	YAR1	99359	100236
chrXVI	gene	88517	90316	+	YPL243W	SRP68	88408	90420
chrXVI	gene	85586	86950	+	YPL245W		85333	87012
chrXVI	gene	75702	75989	+	YPL250W-A		75535	76124
chrXVI	gene	73625	73927	+	YPL251W		73309	74148
chrXVI	gene	69485	70951	+	YPL254W	HFI1	69249	71026
chrXVI	gene	67725	68882	+	YPL255W	BBP1	67628	69122
chrXVI	gene	63279	63860	+	YPL257W		62692	63972
chrXVI	gene	49303	50958	+	YPL260W		49184	51135
chrXVI	gene	47336	48802	+	YPL262W	FUM1	47292	49137
chrXVI	gene	41043	42869	+	YPL265W	DIP5	40950	43152
chrXVI	gene	39121	40077	+	YPL266W	DIM1	39050	40149
chrXVI	gene	38169	38798	+	YPL267W	ACM1	38068	38999
chrXVI	gene	35236	37845	+	YPL268W	PLC1	35215	37979
chrXVI	gene	33013	34947	+	YPL269W	KAR9	32986	35089
chrXVI	gene	30482	32803	+	YPL270W	MDL2	30460	32903
chrXVI	gene	30079	30267	+	YPL271W	ATP15	30056	30459
chrXVI	gene	25087	26064	+	YPL273W	SAM4	24960	26169
chrXVI	gene	22938	24701	+	YPL274W	SAM3	22341	24880
chrXVI	gene	11887	12600	+	YPL280W	HSP32	11752	12735
chrXVI	gene	1426	2001	+	YPL283W-A		1291	2136
chrXVI	gene	643	1125	+	YPL283W-B		508	1260
chrXVI	gene	556377	557837	+	YPR001W	CIT3	556286	557958
chrXVI	gene	558385	559935	+	YPR002W	PDH1	558250	560306
chrXVI	gene	573018	575102	+	YPR008W	HAA1	572467	575246
chrXVI	gene	576552	577358	+	YPR009W	SUT2	576433	577492
chrXVI	gene	584309	584563	+	YPR012W		584174	584698
chrXVI	gene	593096	593356	+	YPR016W-A		592961	594002
chrXVI	gene	594476	596296	+	YPR018W	RLF2	594017	596390
chrXVI	gene	596750	599551	+	YPR019W	MCM4	596629	599656
chrXVI	gene	599870	600217	+	YPR020W	ATP20	599577	600337
chrXVI	gene	610481	612724	+	YPR024W	YME1	610073	613236
chrXVI	gene	615379	619014	+	YPR026W	ATH1	615274	619151
chrXVI	gene	623527	624202	+	YPR028W	YOP1	623471	624342
chrXVI	gene	627880	631245	+	YPR030W	CSR2	627592	631336
chrXVI	gene	631515	633761	+	YPR031W	NTO1	631406	633872
chrXVI	gene	634123	637224	+	YPR032W	SRO7	634044	637806
chrXVI	gene	639525	640958	+	YPR034W	ARP7	638995	641331
chrXVI	gene	642208	643320	+	YPR035W	GLN1	642079	643587
chrXVI	gene	643836	645272	+	YPR036W	VMA13	643648	645403
chrXVI	gene	645950	646153	+	YPR036W-A	SPO24	645882	646401
chrXVI	gene	646836	647195	+	YPR038W	IRC16	646402	647330
chrXVI	gene	647012	647347	+	YPR039W		646877	647482
chrXVI	gene	647305	648375	+	YPR040W	TIP41	647082	648402
chrXVI	gene	648704	649921	+	YPR041W	TIF5	648222	650502
chrXVI	gene	654166	654847	+	YPR043W	RPL43A	653896	654922
chrXVI	gene	656799	657344	+	YPR046W	MCM16	656741	657410
chrXVI	gene	657529	658938	+	YPR047W	MSF1	656741	659043
chrXVI	gene	659182	661053	+	YPR048W	TAH18	659157	661119
chrXVI	gene	664960	665490	+	YPR051W	MAK3	664917	665600
chrXVI	gene	666280	667446	+	YPR054W	SMK1	665997	667581
chrXVI	gene	667676	670873	+	YPR055W	SEC8	667632	670952
chrXVI	gene	671126	672142	+	YPR056W	TFB4	671079	672277
chrXVI	gene	672471	673496	+	YPR057W	BRR1	672336	673554
chrXVI	gene	673751	674674	+	YPR058W	YMC1	673671	674850
chrXVI	gene	677165	677641	+	YPR062W	FCY1	677107	677745
chrXVI	gene	678951	679370	+	YPR064W		678816	679484
chrXVI	gene	679693	680799	+	YPR065W	ROX1	679629	681113
chrXVI	gene	681213	682112	+	YPR066W	UBA3	681078	682247
chrXVI	gene	682220	682777	+	YPR067W	ISA2	682172	682910
chrXVI	gene	685898	687598	+	YPR070W	MED1	685756	688032
chrXVI	gene	688172	688807	+	YPR071W		688161	689406
chrXVI	gene	690107	691789	+	YPR072W	NOT5	690018	691897
chrXVI	gene	695018	695188	+	YPR074W-A		694883	695323
chrXVI	gene	696476	696850	+	YPR076W		695698	696869
chrXVI	gene	698869	700014	+	YPR079W	MRL1	698779	700287
chrXVI	gene	700594	701970	+	YPR080W	TEF1	700304	702338
chrXVI	gene	704854	706593	+	YPR083W	MDM36	704819	706726
chrXVI	gene	706972	708342	+	YPR084W		706777	708477
chrXVI	gene	710101	711138	+	YPR086W	SUA7	710053	711412
chrXVI	gene	711354	711674	+	YPR087W	VPS69	711219	711809
chrXVI	gene	713275	715941	+	YPR089W		713230	716069
chrXVI	gene	718379	718684	+	YPR092W		718244	719019
chrXVI	gene	720637	720960	+	YPR094W	RDS3	720542	721015
chrXVI	gene	725394	728615	+	YPR097W		725031	728930
chrXVI	gene	729791	730213	+	YPR100W	MRPL51	729769	730290
chrXVI	gene	730492	731019	+	YPR101W	SNT309	730291	731164
chrXVI	gene	732349	733212	+	YPR103W	PRE2	732201	733272
chrXVI	gene	740061	741392	+	YPR106W	ISR1	739970	742170
chrXVI	gene	742454	743743	+	YPR108W	RPN7	742327	744083
chrXVI	gene	744175	744387	+	YPR108W-A		744040	744522
chrXVI	gene	744689	745573	+	YPR109W		744331	745682
chrXVI	gene	747306	749000	+	YPR111W	DBF20	747242	749230
chrXVI	gene	752257	752919	+	YPR113W	PIS1	752225	753023
chrXVI	gene	753301	754248	+	YPR114W		752985	754349
chrXVI	gene	754877	758128	+	YPR115W	RGC1	754345	758397
chrXVI	gene	760025	767494	+	YPR117W		759316	767575
chrXVI	gene	767752	768987	+	YPR118W	MRI1	767659	769060
chrXVI	gene	771653	773128	+	YPR119W	CLB2	770974	773553
chrXVI	gene	778583	780301	+	YPR121W	THI22	778348	780437
chrXVI	gene	782045	785671	+	YPR122W	AXL1	782000	785840
chrXVI	gene	786208	787428	+	YPR124W	CTR1	786036	787733
chrXVI	gene	787961	789325	+	YPR125W	YLH47	787861	789751
chrXVI	gene	790083	791120	+	YPR127W		789803	791205
chrXVI	gene	792687	793736	+	YPR129W	SCD6	792651	793807
chrXVI	gene	794965	795767	+	YPR132W	RPS23B	794860	795964
chrXVI	gene	797557	797709	+	YPR133W-A	TOM5	797509	797908
chrXVI	gene	798051	798857	+	YPR134W	MSS18	797909	798992
chrXVI	gene	799234	802017	+	YPR135W	CTF4	799180	802142
chrXVI	gene	802359	804080	+	YPR137W	RRP9	802020	804210
chrXVI	gene	814391	815536	+	YPR140W	TAZ1	814284	815622
chrXVI	gene	818323	819075	+	YPR143W	RRP15	818291	819272
chrXVI	gene	822620	824338	+	YPR145W	ASN1	822565	824486
chrXVI	gene	829918	830439	+	YPR149W	NCE102	829734	830833
chrXVI	gene	830999	831520	+	YPR150W		830834	831655
chrXVI	gene	833689	834245	+	YPR153W		833610	834529
chrXVI	gene	834565	835212	+	YPR154W	PIN3	834523	835535
chrXVI	gene	841266	842669	+	YPR157W	TDA6	841174	843017
chrXVI	gene	843262	844020	+	YPR158W	CUR1	843170	844180
chrXVI	gene	857583	859745	+	YPR159W	KRE6	857076	860028
chrXVI	gene	861306	864014	+	YPR160W	GPH1	860958	864160
chrXVI	gene	861934	862014	+	YPR160W-A		861799	862149
chrXVI	gene	870703	874926	+	YPR164W	MMS1	870587	875146
chrXVI	gene	875368	875997	+	YPR165W	RHO1	875147	876182
chrXVI	gene	878076	878549	+	YPR168W	NUT2	877891	878684
chrXVI	gene	878690	880168	+	YPR169W	JIP5	878633	880237
chrXVI	gene	883239	883457	+	YPR169W-A		882980	883759
chrXVI	gene	883378	883563	+	YPR170W-A		882980	883759
chrXVI	gene	883239	883595	+	YPR170W-B		882980	883793
chrXVI	gene	883828	885558	+	YPR171W	BSP1	883760	885637
chrXVI	gene	885796	886398	+	YPR172W		885600	886559
chrXVI	gene	888974	891043	+	YPR175W	DPB2	888950	891099
chrXVI	gene	892332	893729	+	YPR178W	PRP4	892295	893834
chrXVI	gene	895961	897004	+	YPR180W	AOS1	895945	897186
chrXVI	gene	900194	900454	+	YPR182W	SMX3	900136	900543
chrXVI	gene	900755	901558	+	YPR183W	DPM1	900586	901645
chrXVI	gene	902044	906654	+	YPR184W	GDB1	901626	906745
chrXVI	gene	907218	909434	+	YPR185W	ATG13	906746	909729
chrXVI	gene	911257	911800	+	YPR187W	RPO26	911215	911878
chrXVI	gene	912664	916962	+	YPR189W	SKI3	912642	917141
chrXVI	gene	919381	920487	+	YPR191W	QCR2	919285	920828
chrXVI	gene	921860	922777	+	YPR192W	AQY1	921493	923376
chrXVI	gene	931376	932788	+	YPR196W		931241	933239
chrXVI	gene	934034	935665	+	YPR198W	SGE1	933993	935838
chrXVI	gene	939922	941136	+	YPR201W	ARR3	939787	941271
chrXVI	gene	943032	943896	+	YPR202W		942897	944031
chrXVI	gene	943880	944188	+	YPR203W		943745	944323
chrXVI	gene	944603	947701	+	YPR204W		944468	947836
chrI	gene	147594	151166	-	YAL001C	TFC3	147530	151191
chrI	gene	139503	141431	-	YAL005C	SSA1	139226	141543
chrI	gene	137698	138345	-	YAL007C	ERP2	137567	138532
chrI	gene	134184	135665	-	YAL010C	MDM10	134084	135693
chrI	gene	128252	129019	-	YAL014C	SYN8	128114	129081
chrI	gene	126903	128102	-	YAL015C	NTG1	126788	128188
chrI	gene	124755	125069	-	YAL016C-A		124620	125204
chrI	gene	124307	124492	-	YAL016C-B		124034	124504
chrI	gene	118564	119541	-	YAL018C	LDS1	118429	119676
chrI	gene	113614	114615	-	YAL020C	ATS1	113560	114750
chrI	gene	110846	113359	-	YAL021C	CCR4	110612	113441
chrI	gene	108877	110430	-	YAL022C	FUN26	108838	110537
chrI	gene	106272	108551	-	YAL023C	PMT2	106145	108904
chrI	gene	101565	105872	-	YAL024C	LTE1	101325	106048
chrI	gene	100225	101145	-	YAL025C	MAK16	99890	101283
chrI	gene	95630	99697	-	YAL026C	DRS2	95503	99784
chrI	gene	95386	95823	-	YAL026C-A		95251	95958
chrI	gene	87855	92270	-	YAL029C	MYO4	87820	92882
chrI	gene	84749	87031	-	YAL031C	GIP4	84614	87079
chrI	gene	83335	84474	-	YAL032C	PRP45	82700	84509
chrI	gene	80710	81951	-	YAL034C	FUN19	80586	82572
chrI	gene	79489	79842	-	YAL034C-B		79354	80615
chrI	gene	75043	76152	-	YAL036C	RBG1	74876	76197
chrI	gene	73426	73518	-	YAL037C-A		73385	73619
chrI	gene	72326	73300	-	YAL037C-B		71754	73619
chrI	gene	68716	69525	-	YAL039C	CYC3	68674	69575
chrI	gene	65778	67520	-	YAL040C	CLN3	65767	67870
chrI	gene	61231	61608	-	YAL042C-A		61096	61743
chrI	gene	58695	61052	-	YAL043C	PTA1	58623	61103
chrI	gene	57950	58462	-	YAL044C	GCV3	57889	58473
chrI	gene	57488	57796	-	YAL045C		57373	57932
chrI	gene	57029	57385	-	YAL046C	AIM1	56893	57432
chrI	gene	54989	56857	-	YAL047C	SPC72	54935	56882
chrI	gene	52801	54789	-	YAL048C	GEM1	52697	54864
chrI	gene	51855	52595	-	YAL049C	AIM2	51755	52696
chrI	gene	42881	45022	-	YAL054C	ACS1	42746	45421
chrI	gene	38696	39046	-	YAL056C-A		38561	39132
chrI	gene	36496	36918	-	YAL059C-A		36406	37053
chrI	gene	24000	27968	-	YAL063C	FLO9	23865	28103
chrI	gene	22395	22685	-	YAL063C-A		22260	22820
chrI	gene	13363	13743	-	YAL064C-A	TDA8	13228	13878
chrI	gene	11565	11951	-	YAL065C		11430	12086
chrI	gene	7235	9016	-	YAL067C	SEO1	7100	9151
chrI	gene	1807	2169	-	YAL068C	PAU8	1672	2304
chrI	gene	154065	154724	-	YAR002C-A	ERP1	154004	154852
chrI	gene	156754	158619	-	YAR007C	RFA1	156702	158684
chrI	gene	166742	168871	-	YAR014C	BUD14	166377	169070
chrI	gene	170396	171703	-	YAR018C	KIN3	170352	171743
chrI	gene	172211	175135	-	YAR019C	CDC15	172136	175175
chrI	gene	176856	177023	-	YAR020C	PAU7	176826	177158
chrI	gene	179281	179820	-	YAR023C		179241	180087
chrI	gene	186512	186853	-	YAR030C		186377	187441
chrI	gene	192337	192417	-	YAR035C-A		192202	192552
chrI	gene	201467	201787	-	YAR047C		201332	201922
chrI	gene	217157	217492	-	YAR060C		217022	217627
chrI	gene	224011	224304	-	YAR069C		223876	224439
chrI	gene	224563	224862	-	YAR070C		224428	224997
chrII	gene	237153	237467	-	YBL001C	ECM15	236457	237561
chrII	gene	235394	235792	-	YBL003C	HTA2	235222	236017
chrII	gene	216587	217129	-	YBL006C	LDB7	216431	217146
chrII	gene	212632	216366	-	YBL007C	SLA1	212466	217145
chrII	gene	206107	206949	-	YBL010C		205850	207070
chrII	gene	203406	203807	-	YBL012C		202918	203942
chrII	gene	199064	201748	-	YBL014C	RRN6	198954	201783
chrII	gene	186844	191583	-	YBL017C	PEP1	186770	191767
chrII	gene	185998	186474	-	YBL018C	POP8	185962	186536
chrII	gene	181660	182094	-	YBL021C	HAP3	181461	182112
chrII	gene	177874	181275	-	YBL022C	PIM1	177794	181400
chrII	gene	174920	177526	-	YBL023C	MCM2	174705	177650
chrII	gene	167518	167838	-	YBL028C		167323	167881
chrII	gene	164488	164772	-	YBL029C-A		164361	164867
chrII	gene	163041	163997	-	YBL030C	PET9	162766	164088
