chromosome	type	start	end	strand	id	name
chrXI	gene	525387	526640	-	YKR048C	NAP1
chrXI	gene	526830	527231	-	YKR049C	FMP46
chrXI	gene	527815	530484	+	YKR050W	TRK2
chrXI	gene	530946	532202	+	YKR051W	
chrXI	gene	532550	533464	-	YKR052C	MRS4
chrXI	gene	534067	535281	-	YKR053C	YSR3
chrXI	gene	535647	547925	-	YKR054C	DYN1
chrXI	gene	548216	549091	+	YKR055W	RHO4
chrXI	gene	549448	551367	+	YKR056W	TRM2
chrXI	gene	551657	552242	+	YKR057W	RPS21A
chrXI	gene	552770	554620	+	YKR058W	GLG1
chrXI	gene	554987	556174	+	YKR059W	TIF1
chrXI	gene	556518	557342	+	YKR060W	UTP30
chrXI	gene	557677	558954	+	YKR061W	KTR2
chrXI	gene	559666	560652	+	YKR062W	TFA2
chrXI	gene	560789	562297	-	YKR063C	LAS1
chrXI	gene	562547	565138	+	YKR064W	OAF3
chrXI	gene	565299	565892	-	YKR065C	PAM17
chrXI	gene	566113	567198	-	YKR066C	CCP1
chrXI	gene	567918	570149	+	YKR067W	GPT2
chrXI	gene	570328	570909	-	YKR068C	BET3
chrXI	gene	571612	573393	+	YKR069W	MET1
chrXI	gene	573574	574632	+	YKR070W	
chrXI	gene	574934	575980	-	YKR071C	DRE2
chrXI	gene	576435	578123	-	YKR072C	SIS2
chrXI	gene	578187	578507	-	YKR073C	
chrXI	gene	579209	579676	+	YKR074W	AIM29
chrXI	gene	579827	580750	-	YKR075C	
chrXI	gene	580212	580481	+	YKR075W-A	
chrXI	gene	582283	583395	+	YKR076W	ECM4
chrXI	gene	583653	584744	+	YKR077W	MSA2
chrXI	gene	584952	586709	+	YKR078W	
chrXI	gene	586789	589305	-	YKR079C	TRZ1
chrXI	gene	590395	591357	+	YKR080W	MTD1
chrXI	gene	591506	592540	-	YKR081C	RPF2
chrXI	gene	592825	596298	+	YKR082W	NUP133
chrXI	gene	596421	596822	-	YKR083C	DAD2
chrXI	gene	597055	598890	-	YKR084C	HBS1
chrXI	gene	599094	599681	-	YKR085C	MRPL20
chrXI	gene	599857	603072	+	YKR086W	PRP16
chrXI	gene	603195	604232	-	YKR087C	OMA1
chrXI	gene	604405	605418	-	YKR088C	TVP38
chrXI	gene	605633	608365	-	YKR089C	TGL4
chrXI	gene	608946	611066	+	YKR090W	PXL1
chrXI	gene	611525	612265	+	YKR091W	SRL3
chrXI	gene	612665	613885	-	YKR092C	SRP40
chrXI	gene	615730	617535	+	YKR093W	PTR2
chrXI	gene	617996	618750	-	YKR094C	RPL40B
chrXI	gene	619805	625432	+	YKR095W	MLP1
chrXI	gene	625864	626205	+	YKR095W-A	PCC1
chrXI	gene	626793	630380	+	YKR096W	ESL2
chrXI	gene	631152	632801	+	YKR097W	PCK1
chrXI	gene	633026	635179	-	YKR098C	UBP11
chrXI	gene	635851	638286	+	YKR099W	BAS1
chrXI	gene	638901	639968	-	YKR100C	SKG1
chrXI	gene	640540	642504	+	YKR101W	SIR1
chrXI	gene	646356	649865	+	YKR102W	FLO10
chrXI	gene	653080	656736	+	YKR103W	NFT1
chrXI	gene	656836	657756	+	YKR104W	
chrXI	gene	658716	660464	-	YKR105C	VBA5
chrXI	gene	661442	663289	+	YKR106W	GEX2
chrXII	gene	585	4301	-	YLL067C	
chrXII	gene	843	1325	+	YLL067W-A	
chrXII	gene	5605	5775	+	YLL066W-B	
chrXII	gene	6120	9836	-	YLL066C	
chrXII	gene	6486	6968	+	YLL066W-A	
chrXII	gene	11726	12076	+	YLL065W	
chrXII	gene	13083	13445	-	YLL064C	PAU18
chrXII	gene	14648	16072	-	YLL063C	AYT1
chrXII	gene	16639	17613	-	YLL062C	MHT1
chrXII	gene	17956	19707	+	YLL061W	MMP1
chrXII	gene	21138	21839	-	YLL060C	GTT2
chrXII	gene	22474	22980	-	YLL059C	
chrXII	gene	23569	25296	+	YLL058W	
chrXII	gene	25756	26994	-	YLL057C	JLP1
chrXII	gene	27409	28305	-	YLL056C	
chrXII	gene	30109	31704	+	YLL055W	YCT1
chrXII	gene	32673	35204	-	YLL054C	
chrXII	gene	35503	35961	-	YLL053C	
chrXII	gene	35912	36361	-	YLL052C	AQY2
chrXII	gene	37333	39471	-	YLL051C	FRE6
chrXII	gene	39804	40414	-	YLL050C	COF1
chrXII	gene	40666	41205	+	YLL049W	LDB18
chrXII	gene	41280	46265	-	YLL048C	YBT1
chrXII	gene	46672	47055	+	YLL047W	
chrXII	gene	46714	47463	-	YLL046C	RNP1
chrXII	gene	47859	48629	-	YLL045C	RPL8B
chrXII	gene	48216	48662	+	YLL044W	
chrXII	gene	49938	51947	+	YLL043W	FPS1
chrXII	gene	52087	52590	-	YLL042C	ATG10
chrXII	gene	53131	53931	-	YLL041C	SDH2
chrXII	gene	54211	63645	-	YLL040C	VPS13
chrXII	gene	64062	65207	-	YLL039C	UBI4
chrXII	gene	65775	66518	-	YLL038C	ENT4
chrXII	gene	66562	66942	+	YLL037W	
chrXII	gene	66745	68256	-	YLL036C	PRP19
chrXII	gene	68580	70478	+	YLL035W	GRC3
chrXII	gene	70633	73146	-	YLL034C	RIX7
chrXII	gene	73409	74101	+	YLL033W	IRC19
chrXII	gene	74270	76747	-	YLL032C	
chrXII	gene	77152	80205	-	YLL031C	GPI13
chrXII	gene	80356	80697	-	YLL030C	RRT7
chrXII	gene	81461	83710	+	YLL029W	FRA1
chrXII	gene	84804	86564	+	YLL028W	TPO1
chrXII	gene	87403	88155	+	YLL027W	ISA1
chrXII	gene	88623	91349	+	YLL026W	HSP104
chrXII	gene	94747	95121	+	YLL025W	PAU17
chrXII	gene	95566	97485	-	YLL024C	SSA2
chrXII	gene	97997	98836	-	YLL023C	POM33
chrXII	gene	99044	100201	-	YLL022C	HIF1
chrXII	gene	100947	105347	+	YLL021W	SPA2
chrXII	gene	105556	105861	-	YLL020C	
chrXII	gene	105686	107899	-	YLL019C	KNS1
chrXII	gene	106908	107000	+	YLL019W-A	
chrXII	gene	108676	108972	-	YLL018C-A	COX19
chrXII	gene	109902	111575	-	YLL018C	DPS1
chrXII	gene	116432	121111	+	YLL015W	BPT1
chrXII	gene	121322	121648	+	YLL014W	EMC6
chrXII	gene	122075	124714	-	YLL013C	PUF3
chrXII	gene	125534	127255	+	YLL012W	YEH1
chrXII	gene	127523	128992	+	YLL011W	SOF1
chrXII	gene	129330	130613	-	YLL010C	PSR1
chrXII	gene	131205	131414	-	YLL009C	COX17
chrXII	gene	131729	133987	+	YLL008W	DRS1
chrXII	gene	134302	136299	-	YLL007C	LMO1
chrXII	gene	136345	136521	+	YLL006W-A	
chrXII	gene	136586	137866	+	YLL006W	MMM1
chrXII	gene	137940	140546	-	YLL005C	SPO75
chrXII	gene	141073	142923	+	YLL004W	ORC3
chrXII	gene	143201	146041	+	YLL003W	SFI1
chrXII	gene	146291	147601	+	YLL002W	RTT109
chrXII	gene	147890	150163	+	YLL001W	DNM1
chrXII	gene	151389	153977	-	YLR001C	
chrXII	gene	154343	156334	-	YLR002C	NOC3
chrXII	gene	156855	157730	-	YLR003C	CMS1
chrXII	gene	157934	159505	-	YLR004C	THI73
chrXII	gene	160049	161434	+	YLR005W	SSL1
chrXII	gene	161755	163893	-	YLR006C	SSK1
chrXII	gene	164392	165402	+	YLR007W	NSE1
chrXII	gene	165577	166083	-	YLR008C	PAM18
chrXII	gene	166537	167136	+	YLR009W	RLP24
chrXII	gene	167320	167802	-	YLR010C	TEN1
chrXII	gene	169103	169678	+	YLR011W	LOT6
chrXII	gene	169982	170281	-	YLR012C	
chrXII	gene	171339	171764	+	YLR013W	GAT3
chrXII	gene	172268	174982	-	YLR014C	PPR1
chrXII	gene	175227	176744	+	YLR015W	BRE2
chrXII	gene	176802	177416	-	YLR016C	PML1
chrXII	gene	177608	178621	+	YLR017W	MEU1
chrXII	gene	178707	179606	-	YLR018C	POM34
chrXII	gene	180288	181481	+	YLR019W	PSR2
chrXII	gene	181789	183405	-	YLR020C	YEH2
chrXII	gene	183623	184162	+	YLR021W	IRC25
chrXII	gene	184174	184926	-	YLR022C	SDO1
chrXII	gene	185498	187129	-	YLR023C	IZH3
chrXII	gene	187663	193281	-	YLR024C	UBR2
chrXII	gene	194452	195174	+	YLR025W	SNF7
chrXII	gene	195450	196472	-	YLR026C	SED5
chrXII	gene	196829	198085	-	YLR027C	AAT2
chrXII	gene	199540	201315	-	YLR028C	ADE16
chrXII	gene	201976	202590	-	YLR029C	RPL15A
chrXII	gene	203290	204081	+	YLR030W	
chrXII	gene	204225	204785	+	YLR031W	
chrXII	gene	204991	208500	+	YLR032W	RAD5
chrXII	gene	208761	210269	+	YLR033W	RSC58
chrXII	gene	210512	211933	-	YLR034C	SMF3
chrXII	gene	212369	214456	-	YLR035C	MLH2
chrXII	gene	221521	222132	-	YLR036C	
chrXII	gene	222685	223059	-	YLR037C	PAU23
chrXII	gene	224921	225172	-	YLR038C	COX12
chrXII	gene	225426	228596	-	YLR039C	RIC1
chrXII	gene	228908	229582	-	YLR040C	AFB1
chrXII	gene	229377	229697	+	YLR041W	
chrXII	gene	229966	230451	-	YLR042C	
chrXII	gene	231702	232013	-	YLR043C	TRX1
chrXII	gene	232390	234081	-	YLR044C	PDC1
chrXII	gene	235037	237703	-	YLR045C	STU2
chrXII	gene	238001	238813	-	YLR046C	
chrXII	gene	239347	241407	-	YLR047C	FRE8
chrXII	gene	242232	243349	+	YLR048W	RPS0B
chrXII	gene	243886	245172	-	YLR049C	
chrXII	gene	245587	246072	-	YLR050C	
chrXII	gene	246324	246977	-	YLR051C	FCF2
chrXII	gene	247201	247953	+	YLR052W	IES3
chrXII	gene	248100	248426	-	YLR053C	
chrXII	gene	248717	250978	-	YLR054C	OSW2
chrXII	gene	251272	253080	-	YLR055C	SPT8
chrXII	gene	253861	254958	+	YLR056W	ERG3
chrXII	gene	255306	257855	+	YLR057W	MNL2
chrXII	gene	257992	259401	-	YLR058C	SHM2
chrXII	gene	259738	260547	-	YLR059C	REX2
chrXII	gene	260979	262766	+	YLR060W	FRS1
chrXII	gene	263194	263948	+	YLR061W	RPL22A
chrXII	gene	263577	263954	-	YLR062C	BUD28
chrXII	gene	264157	265254	+	YLR063W	BMT6
chrXII	gene	265456	266277	+	YLR064W	PER33
chrXII	gene	266373	266918	-	YLR065C	ENV10
chrXII	gene	267169	267723	+	YLR066W	SPC3
chrXII	gene	267813	270710	-	YLR067C	PET309
chrXII	gene	271008	271463	+	YLR068W	FYV7
chrXII	gene	271630	273915	-	YLR069C	MEF1
chrXII	gene	274141	275211	-	YLR070C	XYL2
chrXII	gene	275378	278626	-	YLR071C	RGR1
chrXII	gene	278862	280943	+	YLR072W	LAM6
chrXII	gene	281019	281621	-	YLR073C	RFU1
chrXII	gene	281956	282456	-	YLR074C	BUD20
chrXII	gene	282927	283592	+	YLR075W	RPL10
chrXII	gene	283185	283607	-	YLR076C	
chrXII	gene	283872	285623	+	YLR077W	FMP25
chrXII	gene	285736	286559	-	YLR078C	BOS1
chrXII	gene	286820	287674	+	YLR079W	SIC1
chrXII	gene	287916	289250	+	YLR080W	EMP46
chrXII	gene	290212	291936	+	YLR081W	GAL2
chrXII	gene	292394	293572	-	YLR082C	SRL2
chrXII	gene	294091	296094	-	YLR083C	EMP70
chrXII	gene	296589	300251	-	YLR084C	RAX2
chrXII	gene	300673	301989	-	YLR085C	ARP6
chrXII	gene	302243	306499	+	YLR086W	SMC4
chrXII	gene	306855	315731	-	YLR087C	CSF1
chrXII	gene	316107	317951	+	YLR088W	GAA1
chrXII	gene	318237	320015	-	YLR089C	ALT1
chrXII	gene	320701	322080	+	YLR090W	XDJ1
chrXII	gene	322297	323178	+	YLR091W	GEP5
chrXII	gene	323544	326225	+	YLR092W	SUL2
chrXII	gene	326513	327415	-	YLR093C	NYV1
chrXII	gene	327730	329238	-	YLR094C	GIS3
chrXII	gene	329677	332115	-	YLR095C	IOC2
chrXII	gene	332590	336033	+	YLR096W	KIN2
chrXII	gene	336231	337265	-	YLR097C	HRT3
chrXII	gene	337527	339473	-	YLR098C	CHA4
chrXII	gene	339744	340928	-	YLR099C	ICT1
chrXII	gene	341325	341588	+	YLR099W-A	MIM2
chrXII	gene	341810	342853	+	YLR100W	ERG27
chrXII	gene	342566	342961	-	YLR101C	
chrXII	gene	342970	343767	-	YLR102C	APC9
chrXII	gene	343989	345941	-	YLR103C	CDC45
chrXII	gene	346585	346980	+	YLR104W	LCL2
chrXII	gene	347047	348180	-	YLR105C	SEN2
chrXII	gene	349006	363738	-	YLR106C	MDN1
chrXII	gene	364116	365330	+	YLR107W	REX3
chrXII	gene	366667	368124	-	YLR108C	
chrXII	gene	368781	369311	+	YLR109W	AHP1
chrXII	gene	369697	370098	-	YLR110C	CCW12
chrXII	gene	370391	370723	+	YLR111W	
chrXII	gene	370791	371210	+	YLR112W	
chrXII	gene	371620	372927	+	YLR113W	HOG1
chrXII	gene	374944	377238	-	YLR114C	AVL9
chrXII	gene	377985	380564	+	YLR115W	CFT2
chrXII	gene	380822	382252	+	YLR116W	MSL5
chrXII	gene	382471	384534	-	YLR117C	CLF1
chrXII	gene	384725	385408	-	YLR118C	
chrXII	gene	385534	386175	+	YLR119W	SRN2
chrXII	gene	386511	388220	-	YLR120C	YPS1
chrXII	gene	388672	388773	+	YLR120W-A	
chrXII	gene	388744	390270	-	YLR121C	YPS3
chrXII	gene	390954	391331	-	YLR122C	
chrXII	gene	391078	391407	-	YLR123C	
chrXII	gene	391600	391944	+	YLR124W	
chrXII	gene	393484	393894	+	YLR125W	
chrXII	gene	394765	395520	-	YLR126C	
chrXII	gene	395758	398319	-	YLR127C	APC2
chrXII	gene	398530	399433	+	YLR128W	DCN1
chrXII	gene	399657	402488	+	YLR129W	DIP2
chrXII	gene	402794	404062	-	YLR130C	ZRT2
chrXII	gene	404510	406822	-	YLR131C	ACE2
chrXII	gene	407283	408155	-	YLR132C	USB1
chrXII	gene	408445	410193	+	YLR133W	CKI1
chrXII	gene	410723	412414	+	YLR134W	PDC5
chrXII	gene	413281	415527	+	YLR135W	SLX4
chrXII	gene	415801	416658	-	YLR136C	TIS11
chrXII	gene	417006	418109	+	YLR137W	RKM5
chrXII	gene	418437	421394	+	YLR138W	NHA1
chrXII	gene	421542	423473	-	YLR139C	SLS1
chrXII	gene	423474	423800	+	YLR140W	
chrXII	gene	423683	424774	+	YLR141W	RRN5
chrXII	gene	425186	426616	+	YLR142W	PUT1
chrXII	gene	427329	429386	+	YLR143W	DPH6
chrXII	gene	429677	432016	-	YLR144C	ACF2
chrXII	gene	432168	432773	+	YLR145W	RMP1
chrXII	gene	432823	433725	-	YLR146C	SPE4
chrXII	gene	433870	434058	+	YLR146W-A	
chrXII	gene	434158	434463	-	YLR147C	SMD3
chrXII	gene	434641	437397	+	YLR148W	PEP3
chrXII	gene	437631	439823	-	YLR149C	
chrXII	gene	440370	440456	-	YLR149C-A	
chrXII	gene	440467	441288	+	YLR150W	STM1
chrXII	gene	441715	442737	-	YLR151C	PCD1
chrXII	gene	442958	444688	-	YLR152C	
chrXII	gene	445524	447575	-	YLR153C	ACS2
chrXII	gene	447982	448314	-	YLR154C	RNH203
chrXII	gene	452438	452623	+	YLR154W-A	
chrXII	gene	454392	454556	+	YLR154W-B	
chrXII	gene	454696	455070	+	YLR154W-C	TAR1
chrXII	gene	455433	455636	+	YLR154W-E	
chrXII	gene	455883	456023	+	YLR154W-F	
chrXII	gene	462522	462671	-	YLR154C-G	
chrXII	gene	468827	468958	-	YLR154C-H	
chrXII	gene	469317	470405	-	YLR155C	ASP3-1
chrXII	gene	472113	472457	+	YLR156W	
chrXII	gene	472479	472610	-	YLR156C-A	
chrXII	gene	472969	474057	-	YLR157C	ASP3-2
chrXII	gene	475764	475976	+	YLR157W-D	
chrXII	gene	481873	482037	+	YLR157W-E	
chrXII	gene	482059	482190	-	YLR157C-C	
chrXII	gene	482549	483637	-	YLR158C	ASP3-3
chrXII	gene	485345	485689	+	YLR159W	
chrXII	gene	485711	485842	-	YLR159C-A	
chrXII	gene	486201	487289	-	YLR160C	ASP3-4
chrXII	gene	488997	489341	+	YLR161W	
chrXII	gene	489573	489929	+	YLR162W	
chrXII	gene	490406	490594	+	YLR162W-A	RRT15
chrXII	gene	491866	493254	-	YLR163C	MAS1
chrXII	gene	492812	492925	+	YLR163W-A	
chrXII	gene	493883	494389	+	YLR164W	SHH4
chrXII	gene	494494	495258	-	YLR165C	PUS5
chrXII	gene	495429	498044	-	YLR166C	SEC10
chrXII	gene	498947	499405	+	YLR167W	RPS31
chrXII	gene	499578	500270	-	YLR168C	UPS2
chrXII	gene	500335	500688	+	YLR169W	
chrXII	gene	500579	501049	-	YLR170C	APS1
chrXII	gene	500733	501122	+	YLR171W	
chrXII	gene	501260	502162	-	YLR172C	DPH5
chrXII	gene	502421	504247	+	YLR173W	
chrXII	gene	504591	505829	+	YLR174W	IDP2
chrXII	gene	506134	507585	+	YLR175W	CBF5
chrXII	gene	507797	510232	-	YLR176C	RFX1
chrXII	gene	511054	512940	+	YLR177W	
chrXII	gene	513162	513821	-	YLR178C	TFS1
chrXII	gene	514108	514713	-	YLR179C	
chrXII	gene	515262	516410	+	YLR180W	SAM1
chrXII	gene	516678	517670	-	YLR181C	VTA1
chrXII	gene	517940	520351	+	YLR182W	SWI6
chrXII	gene	520543	522012	-	YLR183C	TOS4
chrXII	gene	522106	522453	+	YLR184W	
chrXII	gene	522663	523288	+	YLR185W	RPL37A
chrXII	gene	523632	524390	+	YLR186W	EMG1
chrXII	gene	524865	527945	+	YLR187W	SKG3
chrXII	gene	528300	530387	+	YLR188W	MDL1
chrXII	gene	530797	534393	-	YLR189C	ATG26
chrXII	gene	535214	536689	+	YLR190W	MMR1
chrXII	gene	537272	538432	+	YLR191W	PEX13
chrXII	gene	538792	539589	-	YLR192C	HCR1
chrXII	gene	540009	540536	-	YLR193C	UPS1
chrXII	gene	540809	541573	-	YLR194C	
chrXII	gene	541937	543304	-	YLR195C	NMT1
chrXII	gene	543968	545698	+	YLR196W	PWP1
chrXII	gene	546097	547611	+	YLR197W	NOP56
chrXII	gene	547286	547645	-	YLR198C	
chrXII	gene	547853	548769	-	YLR199C	PBA1
chrXII	gene	549012	549356	+	YLR200W	YKE2
chrXII	gene	549511	550293	-	YLR201C	COQ9
chrXII	gene	550194	550636	-	YLR202C	
chrXII	gene	550650	551960	-	YLR203C	MSS51
chrXII	gene	552270	552605	+	YLR204W	QRI5
chrXII	gene	552724	553677	-	YLR205C	HMX1
chrXII	gene	554578	556419	+	YLR206W	ENT2
chrXII	gene	556788	559289	+	YLR207W	HRD3
chrXII	gene	559551	560444	+	YLR208W	SEC13
chrXII	gene	560797	561732	-	YLR209C	PNP1
chrXII	gene	562008	563390	+	YLR210W	CLB4
chrXII	gene	563792	564531	-	YLR211C	ATG38
chrXII	gene	564860	566281	-	YLR212C	TUB4
chrXII	gene	566654	567922	-	YLR213C	CRR1
chrXII	gene	568567	570627	+	YLR214W	FRE1
chrXII	gene	570776	571858	-	YLR215C	CDC123
chrXII	gene	572096	573211	-	YLR216C	CPR6
chrXII	gene	572909	573232	+	YLR217W	
chrXII	gene	573466	573918	-	YLR218C	COA4
chrXII	gene	574151	576337	+	YLR219W	MSC3
chrXII	gene	576825	577793	+	YLR220W	CCC1
chrXII	gene	578362	579024	-	YLR221C	RSA3
chrXII	gene	579318	581771	-	YLR222C	UTP13
chrXII	gene	582006	582236	-	YLR222C-A	
chrXII	gene	582233	585490	-	YLR223C	IFH1
chrXII	gene	586464	587573	+	YLR224W	UCC1
chrXII	gene	587695	588918	-	YLR225C	
chrXII	gene	589354	590541	+	YLR226W	BUR2
chrXII	gene	590562	592043	-	YLR227C	ADY4
chrXII	gene	600019	602463	-	YLR228C	ECM22
chrXII	gene	604212	604787	-	YLR229C	CDC42
chrXII	gene	604574	604879	+	YLR230W	
chrXII	gene	605758	607119	-	YLR231C	BNA5
chrXII	gene	606830	607177	+	YLR232W	
chrXII	gene	607425	609524	-	YLR233C	EST1
chrXII	gene	609783	611753	+	YLR234W	TOP3
chrXII	gene	611532	611930	-	YLR235C	
chrXII	gene	611794	612117	-	YLR236C	
chrXII	gene	612367	614163	+	YLR237W	THI7
chrXII	gene	614755	616191	+	YLR238W	FAR10
chrXII	gene	616332	617318	-	YLR239C	LIP2
chrXII	gene	617533	620160	+	YLR240W	VPS34
chrXII	gene	620473	622821	+	YLR241W	CSC1
chrXII	gene	622918	623883	-	YLR242C	ARV1
chrXII	gene	624203	625021	+	YLR243W	GPN3
chrXII	gene	625168	626331	-	YLR244C	MAP1
chrXII	gene	626502	626930	-	YLR245C	CDD1
chrXII	gene	627118	628197	+	YLR246W	ERF2
chrXII	gene	628684	633354	-	YLR247C	IRC20
chrXII	gene	634252	636084	+	YLR248W	RCK2
chrXII	gene	636780	639914	+	YLR249W	YEF3
chrXII	gene	640317	641021	+	YLR250W	SSP120
chrXII	gene	641464	642057	+	YLR251W	SYM1
chrXII	gene	641957	642262	+	YLR252W	
chrXII	gene	642627	644336	+	YLR253W	MCP2
chrXII	gene	644404	644973	-	YLR254C	NDL1
chrXII	gene	645600	645953	-	YLR255C	
chrXII	gene	646415	650923	+	YLR256W	HAP1
chrXII	gene	658826	659791	+	YLR257W	
chrXII	gene	660716	662833	+	YLR258W	GSY2
chrXII	gene	663284	665002	-	YLR259C	HSP60
chrXII	gene	665844	667907	+	YLR260W	LCB5
chrXII	gene	668237	668563	-	YLR261C	VPS63
chrXII	gene	668244	668891	-	YLR262C	YPT6
chrXII	gene	669468	669662	-	YLR262C-A	TMA7
chrXII	gene	670340	672823	+	YLR263W	RED1
chrXII	gene	673131	673334	+	YLR264W	RPS28B
chrXII	gene	673828	673944	-	YLR264C-A	
chrXII	gene	674427	675455	-	YLR265C	NEJ1
chrXII	gene	675619	677724	-	YLR266C	PDR8
chrXII	gene	678212	679924	+	YLR267W	BOP2
chrXII	gene	680200	680844	+	YLR268W	SEC22
chrXII	gene	680866	681216	-	YLR269C	
chrXII	gene	681186	682238	+	YLR270W	DCS1
chrXII	gene	682737	683561	+	YLR271W	CMG1
chrXII	gene	683672	687202	-	YLR272C	YCS4
chrXII	gene	689083	691029	-	YLR273C	PIG1
chrXII	gene	691555	693882	+	YLR274W	MCM5
chrXII	gene	694378	694800	+	YLR275W	SMD2
chrXII	gene	695046	696830	-	YLR276C	DBP9
chrXII	gene	697156	699495	-	YLR277C	YSH1
chrXII	gene	699999	704024	-	YLR278C	
chrXII	gene	704309	704698	+	YLR279W	
chrXII	gene	704483	704833	-	YLR280C	
chrXII	gene	704493	704960	-	YLR281C	
chrXII	gene	705071	705412	-	YLR282C	
chrXII	gene	705186	706130	+	YLR283W	
chrXII	gene	706198	707040	-	YLR284C	ECI1
chrXII	gene	707360	708145	+	YLR285W	NNT1
chrXII	gene	708168	708338	-	YLR285C-A	
chrXII	gene	708448	710136	-	YLR286C	CTS1
chrXII	gene	708562	708696	+	YLR286W-A	
chrXII	gene	710991	712058	-	YLR287C	
chrXII	gene	712537	713158	-	YLR287C-A	RPS30A
chrXII	gene	713480	714904	-	YLR288C	MEC3
chrXII	gene	715089	717026	+	YLR289W	GUF1
chrXII	gene	717145	717978	-	YLR290C	COQ11
chrXII	gene	718317	719462	-	YLR291C	GCD7
chrXII	gene	719789	720370	-	YLR292C	SEC72
chrXII	gene	720771	721430	-	YLR293C	GSP1
chrXII	gene	721701	722030	-	YLR294C	
chrXII	gene	721999	722373	-	YLR295C	ATP14
chrXII	gene	722978	723304	+	YLR296W	
chrXII	gene	724044	724433	+	YLR297W	
chrXII	gene	724721	725416	-	YLR298C	YHC1
chrXII	gene	726069	728051	+	YLR299W	ECM38
chrXII	gene	727911	728003	-	YLR299C-A	
chrXII	gene	728955	730301	+	YLR300W	EXG1
chrXII	gene	730825	731559	+	YLR301W	HRI1
chrXII	gene	732191	732553	-	YLR302C	
chrXII	gene	732542	733876	+	YLR303W	MET17
chrXII	gene	735212	737548	-	YLR304C	ACO1
chrXII	gene	738161	743863	-	YLR305C	STT4
chrXII	gene	744151	744851	+	YLR306W	UBC12
chrXII	gene	745620	746525	+	YLR307W	CDA1
chrXII	gene	746848	747111	-	YLR307C-A	
chrXII	gene	747937	748875	+	YLR308W	CDA2
chrXII	gene	749034	751769	-	YLR309C	IMH1
chrXII	gene	752224	756993	-	YLR310C	CDC25
chrXII	gene	757265	757612	-	YLR311C	
chrXII	gene	757637	758833	-	YLR312C	ATG39
chrXII	gene	759480	760241	+	YLR312W-A	MRPL15
chrXII	gene	760750	762342	-	YLR313C	SPH1
chrXII	gene	762575	764137	-	YLR314C	CDC3
chrXII	gene	764808	765269	+	YLR315W	NKP2
chrXII	gene	765266	766358	-	YLR316C	TAD3
chrXII	gene	765655	766089	+	YLR317W	
chrXII	gene	766542	769196	+	YLR318W	EST2
chrXII	gene	769318	771684	-	YLR319C	BUD6
chrXII	gene	771940	776304	+	YLR320W	MMS22
chrXII	gene	776584	777864	-	YLR321C	SFH1
chrXII	gene	777628	777942	+	YLR322W	VPS65
chrXII	gene	778173	778952	-	YLR323C	CWC24
chrXII	gene	779215	780786	+	YLR324W	PEX30
chrXII	gene	781143	781379	-	YLR325C	RPL38
chrXII	gene	782174	782896	+	YLR326W	
chrXII	gene	783127	783387	-	YLR327C	TMA10
chrXII	gene	784913	786118	+	YLR328W	NMA1
chrXII	gene	786442	787333	+	YLR329W	REC102
chrXII	gene	787664	789679	+	YLR330W	CHS5
chrXII	gene	790669	791046	-	YLR331C	JIP3
chrXII	gene	790676	791806	+	YLR332W	MID2
chrXII	gene	795573	796335	-	YLR333C	RPS25B
chrXII	gene	796698	797078	-	YLR334C	
chrXII	gene	797430	799592	+	YLR335W	NUP2
chrXII	gene	799697	802396	-	YLR336C	SGD1
chrXII	gene	802653	805106	-	YLR337C	VRP1
chrXII	gene	804346	805203	+	YLR338W	OPI9
chrXII	gene	805784	806335	-	YLR339C	
chrXII	gene	805887	806825	+	YLR340W	RPP0
chrXII	gene	807385	808818	+	YLR341W	SPO77
chrXII	gene	809997	815627	+	YLR342W	FKS1
chrXII	gene	815810	815983	+	YLR342W-A	
chrXII	gene	816094	817761	+	YLR343W	GAS2
chrXII	gene	819312	820142	+	YLR344W	RPL26A
chrXII	gene	820511	822040	+	YLR345W	
chrXII	gene	822287	822592	-	YLR346C	CIS1
chrXII	gene	823828	826413	-	YLR347C	KAP95
chrXII	gene	824789	824929	+	YLR347W-A	
chrXII	gene	826977	827873	-	YLR348C	DIC1
chrXII	gene	827521	828027	+	YLR349W	
chrXII	gene	828730	829380	+	YLR350W	ORM2
chrXII	gene	829489	830364	-	YLR351C	NIT3
chrXII	gene	831116	833539	+	YLR352W	
chrXII	gene	834352	836163	+	YLR353W	BUD8
chrXII	gene	836350	837357	-	YLR354C	TAL1
chrXII	gene	838066	839253	-	YLR355C	ILV5
chrXII	gene	840321	840914	+	YLR356W	ATG33
chrXII	gene	841331	844000	+	YLR357W	RSC2
chrXII	gene	843487	844050	-	YLR358C	
chrXII	gene	844282	845730	+	YLR359W	ADE13
chrXII	gene	846103	847422	+	YLR360W	VPS38
chrXII	gene	847388	849124	-	YLR361C	DCR2
chrXII	gene	849383	849679	-	YLR361C-A	
chrXII	gene	849866	852019	+	YLR362W	STE11
chrXII	gene	852495	853151	-	YLR363C	NMD4
chrXII	gene	853461	853718	+	YLR363W-A	
chrXII	gene	854062	854391	+	YLR364W	GRX8
chrXII	gene	855199	855531	+	YLR365W	
chrXII	gene	855523	855645	-	YLR364C-A	
chrXII	gene	855538	855843	+	YLR366W	
chrXII	gene	855878	857317	+	YLR367W	RPS22B
chrXII	gene	857540	859336	+	YLR368W	MDM30
chrXII	gene	859552	861525	+	YLR369W	SSQ1
